Player,Touches,Att Pen,Att,Succ,Carries,TotDist,Mis,Dis,Rec
Kim Min-jae,3142,27,7,4,1942,8608,13,7,2349
Aleksei Miranchuk,1010,42,46,15,667,3642,47,27,802
Antonio Mirante,4,0,0,0,2,9,0,0,3
Fabio Miretti,694,45,43,19,408,2017,41,26,476
Filippo Missori,82,0,2,0,20,72,3,1,27
Henrikh Mkhitaryan,1288,38,35,14,754,4097,44,20,899
Salvatore Molina,139,1,4,2,79,416,4,2,85
Daniele Montevago,79,18,4,0,42,141,9,4,61
Lorenzo Montipò,1309,0,0,0,622,4073,6,0,461
Nikola Moro,931,18,26,18,553,2627,13,9,654
Dany Mota,835,94,73,35,519,3543,76,36,639
João Moutinho,51,0,0,0,18,55,0,0,24
Mert Müldür,3,0,0,0,3,6,0,0,3
Luis Muriel,712,70,70,34,416,2792,49,27,545
Jeison Murillo,671,4,4,2,336,1509,7,1,385
Nicola Murru,418,2,1,0,210,792,7,1,233
Juan Musso,745,0,0,0,436,2893,2,0,316
Joakim Mæhle,1707,58,53,18,932,4932,39,24,1110
Herculano Nabian,1,0,1,0,1,13,0,0,1
Michel Ndary Adopo,172,2,6,3,84,377,4,3,103
Tanguy Ndombele,685,28,37,19,461,2028,26,18,578
Ilija Nestorovski,228,29,5,3,118,379,14,3,169
Cyril Ngonge,300,20,35,12,181,993,23,12,202
Hans Nicolussi Caviglia,313,4,8,4,139,697,11,6,167
Dimitris Nikolaou,1926,14,14,10,1138,5327,18,10,1242
Samuel Ntanda,2,1,1,1,1,7,0,0,2
Bram Nuytinck,185,2,1,1,90,425,1,0,88
Bram Nuytinck,878,12,1,0,471,2123,4,2,486
M'Bala Nzola,966,143,80,30,620,3345,123,69,769
Pedro Obiang,527,2,8,3,262,1022,6,2,325
Guillermo Ochoa,824,0,0,0,396,2117,1,0,326
Marios Oikonomou,118,2,0,0,55,182,3,0,60
David Okereke,788,91,83,39,471,3128,63,35,581
Caleb Okoli,598,12,1,0,265,1059,12,5,286
Mathías Olivera,1588,40,30,10,931,4080,22,24,1040
André Onana,1071,0,0,0,728,3561,1,0,657
Divock Origi,336,49,33,15,201,1391,39,25,243
Riccardo Orsolini,1215,101,85,33,716,4369,69,36,881
Victor Osimhen,789,232,75,25,469,2589,96,49,594
Remi Oudin,776,32,22,10,423,2369,21,11,448
Adam Ounas,19,1,2,2,14,121,0,0,17
Simone Pafundi,90,1,7,2,66,401,2,3,68
Flavio Paoletti,191,1,3,2,121,793,5,0,133
Leandro Paredes,868,4,6,4,473,1989,5,4,587
Fabiano Parisi,2094,26,129,64,1105,7030,55,39,1113
Mario Pašalić,899,57,25,8,545,2839,35,26,659
Patric,1181,0,3,2,648,3007,4,0,813
Rui Patrício,932,0,0,0,497,2728,2,0,381
Pedro,1171,79,68,32,749,4207,48,28,933
Gianluca Pegolo,81,0,0,0,46,198,0,0,43
Pietro Pellegri,159,20,16,3,101,532,24,19,125
Lorenzo Pellegrini,1461,52,76,32,788,4744,53,36,913
Luca Pellegrini,198,1,8,3,122,606,4,2,130
Pepín,786,10,20,7,477,2855,14,12,581
Roberto Pereyra,1602,102,101,39,984,5692,53,37,1102
Nehuén Pérez,2136,21,11,5,1217,6225,15,9,1379
Simone Perilli,38,0,0,0,20,136,0,0,9
Mattia Perin,362,0,0,0,230,1152,0,0,185
Samuele Perisan,242,0,0,0,103,502,0,0,88
Matteo Pessina,2378,51,58,34,1434,8205,62,35,1704
Andrea Petagna,641,88,37,20,373,2180,64,43,497
Giuseppe Pezzella,649,11,19,7,320,2060,12,11,334
Krzysztof Piątek,848,84,24,10,440,2049,78,35,615
Roberto Piccoli,55,11,3,1,36,197,7,4,41
Roberto Piccoli,170,18,19,8,96,686,17,11,118
Charles Pickel,1261,44,18,4,584,2332,34,18,691
Andrea Pinamonti,738,120,30,10,383,1470,60,56,567
Lorenzo Pirola,1235,19,8,5,641,2541,12,2,771
Niccolò Pisilli,0,0,0,0,0,0,0,0,0
Marko Pjaca,321,17,38,23,202,1350,16,19,245
Tommaso Pobega,497,17,5,2,211,1105,10,6,308
Paul Pogba,83,10,8,6,52,267,2,4,70
Matteo Politano,798,57,55,23,523,4082,31,11,587
Marin Pongračić,435,4,2,2,223,1491,5,0,210
Stefan Posch,2145,36,35,13,1118,5528,39,11,1286
Ivan Provedel,1405,0,1,1,845,4576,1,0,748
Ignacio Pussetto,81,5,3,1,34,150,7,1,51
Niklas Pyyhtiä,71,4,0,0,40,132,1,3,46
Fabio Quagliarella,340,46,9,4,210,755,23,5,257
Giacomo Quagliata,421,13,25,10,193,1189,10,6,207
Adrien Rabiot,1555,83,55,27,889,6016,56,35,1010
Nemanja Radonjić,714,90,120,50,520,4385,53,34,568
Ivan Radovanović,323,2,1,0,175,815,6,0,203
Ionuț Radu,366,0,0,0,205,1089,0,0,170
Ștefan Radu,7,0,0,0,3,12,0,0,5
Antonio Raimondo,6,1,0,0,4,22,1,1,5
Luca Ranieri,381,3,2,1,208,944,4,1,258
Andrea Ranocchia,35,0,0,0,11,63,0,0,13
Filippo Ranocchia,328,4,15,8,213,1365,10,10,236
Giacomo Raspadori,15,2,0,0,10,33,2,1,12
Giacomo Raspadori,577,55,21,8,348,1424,31,14,445
Nicola Ravaglia,363,0,0,0,174,1002,0,0,123
Ante Rebić,437,56,31,15,254,1213,26,15,341
Arkadiusz Reca,1483,32,61,19,736,5119,38,10,821
Panagiotis Retsos,76,1,1,1,35,249,0,1,33
Franck Ribéry,28,0,3,0,15,121,0,1,24
Samuele Ricci,1376,15,26,8,868,4897,21,17,974
Tomás Rincón,1497,20,47,27,874,3925,26,29,988
Pablo Rodríguez,32,0,1,0,21,97,1,2,22
Ricardo Rodríguez,1993,12,13,7,1136,5905,13,11,1328
Rogério,2308,31,41,23,1272,7803,28,8,1419
Filippo Romagna,40,0,0,0,30,124,0,0,29
Alessio Romagnoli,2107,17,1,1,1087,4470,10,3,1386
Simone Romagnoli,100,2,0,0,44,159,0,0,47
Luka Romero,112,7,10,2,84,496,5,4,91
Marten de Roon,2209,21,10,4,1127,4700,16,15,1389
Francesco Rossi,5,0,0,0,3,3,0,0,3
Nicolò Rovella,1556,10,15,6,950,5023,20,7,1134
Nicolò Rovella,29,0,2,2,21,125,1,0,24
Amir Rrahmani,2372,29,6,3,1573,8201,9,3,1768
Ruan,1136,13,4,3,601,2703,4,5,660
Daniele Rugani,325,4,1,1,187,844,1,0,213
Matteo Ruggeri,722,17,9,4,342,1508,7,5,444
Mário Rui,1864,11,16,8,1101,4711,10,7,1243
Alessandro Russo,55,0,0,0,33,125,0,0,33
Abdelhamid Sabiri,618,31,39,14,363,1503,34,28,423
Alexis Saelemaekers,836,50,72,31,503,3229,38,21,568
Jacopo Sala,57,2,3,0,32,119,1,0,34
Lazar Samardzic,1098,38,64,28,619,3575,29,20,716
Junior Sambia,504,13,29,10,258,1443,13,9,301
Antonio Sanabria,946,117,41,23,496,2285,83,29,730
Leandro Sanca,17,0,5,3,10,66,1,1,11
Alex Sandro,1455,13,28,19,763,4257,26,17,901
Nicola Sansone,314,29,19,4,209,1114,23,14,246
Riccardo Saponara,606,61,42,18,409,2870,29,19,470
Mouhamadou Sarr,89,0,0,0,32,133,0,0,49
Martin Satriano,597,77,48,19,346,1840,54,45,466
Giorgio Scalvini,1762,32,26,12,917,3552,20,8,1146
Jerdy Schouten,1807,10,48,27,1033,4285,43,25,1239
Perr Schuurs,1479,17,14,10,768,3730,21,7,814
Demba Seck,238,27,30,16,164,1395,24,13,185
Telasco Segovia,3,0,0,0,1,1,0,0,3
Jacopo Segre,12,0,0,0,8,33,0,0,7
Vivaldo Semedo,11,2,0,0,10,27,2,1,10
Stefano Sensi,1442,11,29,11,903,4511,32,15,1103
Luigi Sepe,692,0,0,0,346,1709,1,0,273
Leonardo Sernicola,1220,24,57,24,592,3716,28,21,610
Stephan El Shaarawy,1032,63,70,26,619,3834,35,11,681
Eldor Shomurodov,316,34,25,8,170,899,37,17,222
Eldor Shomurodov,53,11,4,1,34,241,4,5,43
Marco Silvestri,1267,0,0,0,625,2964,0,0,544
Giovanni Simeone,194,25,15,7,144,722,27,13,159
Wilfried Singo,1354,59,54,30,708,3749,33,17,849
Salvatore Sirigu,40,0,0,0,26,237,0,0,16
Leo Skiri Østigård,401,2,0,0,259,1619,4,0,271
Łukasz Skorupski,1311,0,0,0,707,3512,1,0,553
Milan Škriniar,1546,13,3,3,976,4478,14,3,1137
Chris Smalling,1657,34,4,2,877,3859,10,2,1002
Ola Solbakken,227,20,14,5,134,613,16,13,156
Brandon Soppy,48,3,6,1,33,272,0,0,27
Brandon Soppy,413,22,26,6,220,1230,16,8,241
Roberto Soriano,739,27,14,6,470,2620,22,15,568
Joaquin Sosa,445,3,4,3,281,1593,5,2,296
Riccardo Sottil,368,52,47,13,302,2822,28,13,316
Matìas Soulé,235,16,25,12,143,990,10,7,158
Adama Soumaoro,1226,7,3,2,721,3553,6,1,830
Leonardo Spinazzola,1157,41,59,25,698,5327,26,11,745
Marco Sportiello,486,0,0,0,277,1367,0,1,202
Petar Stojanović,1210,15,35,13,663,3977,11,14,710
Gabriel Strefezza,1285,68,92,36,839,5004,82,69,935
Dávid Strelec,60,12,3,0,32,135,3,4,45
Isaac Success,831,101,64,30,569,2585,95,44,735
Ibrahim Sulemana,281,8,13,5,131,679,10,9,118
Mile Svilar,79,0,0,0,46,373,0,0,26
Wojciech Szczęsny,837,0,1,1,498,2576,1,0,406
Benjamin Tahirovic,194,1,2,1,91,453,2,1,117
Adrien Tameze,1428,21,53,26,713,3953,39,34,739
Ciprian Tătărușanu,587,0,0,0,359,1963,0,0,315
Filippo Terracciano,439,9,12,6,217,1267,17,4,242
Pietro Terracciano,1135,0,1,1,602,3154,1,0,612
Aleksa Terzić,824,9,27,16,484,3453,14,7,511
Florian Thauvin,292,19,33,10,187,1209,19,8,216
Malick Thiaw,1196,15,4,1,732,3425,4,4,824
Kristian Thorstvedt,629,36,15,7,339,1778,20,11,445
Jeremy Toljan,1817,23,13,7,970,5068,25,14,1105
Rafael Tolói,2031,43,15,6,1095,4596,21,5,1291
Fikayo Tomori,2218,14,6,3,1258,6315,9,3,1423
Sandro Tonali,1836,33,23,9,937,5641,41,9,1154
Lorenzo Tonelli,8,0,0,0,4,29,0,0,4
William Troost-Ekong,226,3,0,0,127,606,2,0,130
Frank Tsadjout,404,49,19,12,209,1004,37,10,299
Alessandro Tuia,267,2,4,2,106,510,1,0,123
Martin Turk,156,0,0,0,82,433,0,0,59
Destiny Udogie,1503,76,122,51,904,6569,58,36,902
Samir Ujkani,3,0,0,0,2,26,0,0,1
Samuel Umtiti,1107,10,13,6,529,2483,7,5,530
Diego Valencia,109,4,2,0,59,211,7,3,66
Emanuele Valeri,1610,56,71,18,805,5645,64,26,838
Mattia Valoti,231,5,10,3,114,673,10,5,152
Johan Vásquez,1060,23,14,11,505,2403,14,6,543
Matías Vecino,1165,25,6,3,564,2330,18,3,817
Miguel Veloso,723,7,8,4,309,1883,7,7,328
Lorenzo Venuti,695,10,6,3,364,1824,12,1,441
Daniele Verde,538,30,17,6,301,1569,17,12,345
Simone Verdi,567,25,63,35,327,2251,35,32,357
Valerio Verre,493,16,20,10,284,1351,22,20,330
Guglielmo Vicario,1365,0,0,0,820,4026,0,0,736
Ronaldo Vieira,13,1,0,0,2,5,2,1,5
Ronaldo Vieira,522,3,3,2,288,1281,7,6,315
Emanuel Vignato,116,2,2,1,76,374,2,4,89
Emanuel Vignato,60,3,1,1,33,258,2,0,43
Samuele Vignato,45,8,4,3,31,266,2,0,39
Tonny Vilhena,1091,19,39,17,591,3063,37,24,682
Gonzalo Villar,453,1,6,3,247,1216,10,4,274
Matías Viña,49,1,1,1,19,83,3,0,14
Dušan Vlahović,610,102,33,14,347,1648,61,37,460
Nikola Vlašić,1296,116,64,30,782,4766,94,49,968
Joel Voelkerling Persson,49,3,1,1,22,110,5,3,34
Mërgim Vojvoda,1304,39,22,12,686,3409,20,17,841
Cristian Volpato,138,11,9,4,100,723,12,6,112
Lukáš Vorlický,36,2,7,4,30,256,1,1,26
Aster Vranckx,156,4,7,3,102,520,4,8,118
Stefan de Vrij,1423,24,5,4,797,3663,3,4,937
Walace,2151,15,28,11,1222,6377,39,29,1297
Sebastian Walukiewicz,459,3,4,4,264,1558,1,1,326
Georginio Wijnaldum,274,30,21,11,154,1071,11,7,181
Harry Winks,1117,4,27,17,675,3357,25,15,734
Przemysław Wiśniewski,635,7,5,2,322,1643,6,4,373
Gerard Yepes,128,2,1,0,59,248,3,1,72
Mattia Zaccagni,1402,120,126,60,976,6797,49,35,1136
Denis Zakaria,51,1,0,0,27,149,1,1,36
Nicola Zalewski,1522,33,71,29,839,5248,29,14,942
Andre-Frank Zambo Anguissa,2647,88,71,33,1744,7649,72,50,2108
Luca Zanimacchia,416,33,14,5,208,1356,20,12,242
Nicolò Zaniolo,344,45,47,10,246,1695,39,35,267
Alessandro Zanoli,862,22,45,27,455,2781,15,9,522
Alessandro Zanoli,14,1,0,0,7,55,0,0,11
Mattia Zanotti,13,1,0,0,5,17,1,0,4
Duván Zapata,597,93,45,20,399,2196,53,45,492
Davide Zappacosta,1122,56,57,17,607,3660,26,14,692
Karim Zedadka,20,2,1,0,13,63,1,0,15
Deyovaisio Zeefuik,10,2,1,0,6,24,0,0,5
Marvin Zeegelaar,223,7,10,8,126,497,8,4,139
Alessio Zerbin,115,9,5,2,71,322,5,5,84
Piotr Zieliński,1755,54,58,22,1086,5372,27,15,1361
David Zima,245,5,1,1,111,541,1,2,129
Joshua Zirkzee,379,33,37,16,236,1178,36,25,309
Jeroen Zoet,141,0,1,1,84,534,0,0,59
Nadir Zortea,153,7,21,10,78,480,6,2,82
Nadir Zortea,506,8,20,6,276,1617,12,5,302
Petar Zovko,38,0,0,0,18,77,0,0,13
Szymon Żurkowski,25,3,1,0,16,115,1,1,18
Szymon Żurkowski,169,4,11,8,85,595,14,3,87
Milan Đurić,644,60,6,2,262,869,26,15,551
Filip Đuričić,992,34,70,31,591,3342,59,47,689
Mateusz Łęgowski,503,11,21,6,265,1526,20,12,294
Brenden Aaronson,1143,72,100,34,686,3646,71,82,767
George Abbott,2,0,0,0,0,0,0,0,1
Che Adams,717,103,34,17,406,1623,66,28,558
Tyler Adams,1628,5,22,7,818,3342,28,18,919
Tosin Adarabioyo,1544,19,8,6,834,4470,4,4,975
Nayef Aguerd,949,23,6,4,523,2127,8,7,564
Naouirou Ahamada,63,4,2,1,32,179,5,1,39
Rayan Aït-Nouri,740,28,50,28,395,2260,28,12,454
Kristoffer Ajer,412,9,7,1,213,1123,3,8,231
Manuel Akanji,2231,34,12,6,1544,8443,12,3,1734
Nathan Aké,1959,32,5,3,1223,5455,16,0,1492
Marc Albrighton,173,5,2,2,83,391,4,2,116
Thiago Alcántara,1251,8,30,21,718,3639,13,22,910
Carlos Alcaraz,430,23,28,13,258,1292,30,24,296
Trent Alexander-Arnold,3180,44,45,30,1778,6848,35,21,2042
Alisson,1536,0,2,2,985,4654,1,0,901
Dele Alli,20,2,1,0,11,30,3,1,14
Miguel Almirón,1300,138,79,34,841,5389,51,28,924
Julián Álvarez,654,89,38,21,406,2187,28,24,506
Daniel Amartey,1279,9,5,2,779,3720,8,4,909
Samuel Amo-Ameyaw,8,0,4,3,4,70,0,0,5
Joachim Andersen,2303,39,9,5,1318,6889,8,3,1498
Elliot Anderson,286,39,29,10,160,970,9,10,182
Jaidon Anthony,717,33,47,15,423,2449,25,27,464
Michail Antonio,596,80,66,27,375,2585,76,45,476
Antony,1066,85,77,30,763,4783,37,12,813
Cameron Archer,15,3,1,1,15,114,2,3,13
Alphonse Areola,98,0,0,0,53,253,0,0,42
Joe Aribo,566,46,39,17,294,1294,35,22,354
Adam Armstrong,458,46,43,13,255,2338,24,22,273
Stuart Armstrong,864,37,52,22,539,3859,28,28,596
Kepa Arrizabalaga,1119,0,1,1,654,2894,1,0,604
Pierre-Emerick Aubameyang,161,23,5,3,86,529,11,4,116
Ludwig Augustinsson,51,2,1,0,29,180,0,0,21
Serge Aurier,1238,13,32,16,520,2394,31,18,574
Taiwo Awoniyi,435,55,22,7,246,1269,68,29,284
Yasin Ayari,30,1,1,0,19,76,2,0,25
André Ayew,106,8,6,1,40,271,3,4,62
Jordan Ayew,1327,98,149,65,801,5195,107,83,932
Luke Ayling,1413,56,33,13,648,2963,23,12,700
César Azpilicueta,1245,25,13,7,612,2691,12,5,753
Benoît Badiashile,945,11,3,1,630,3020,2,3,689
Leon Bailey,813,89,111,40,520,4022,48,53,561
Stefan Bajcetic,324,5,16,7,175,990,7,6,204
Dominic Ballard,11,0,2,0,6,25,3,1,7
Patrick Bamford,550,83,34,11,290,1186,56,21,386
Shandon Baptiste,373,7,13,6,240,1097,16,8,247
Harvey Barnes,1143,133,91,27,734,5174,75,42,900
Gavin Bazunu,1253,0,0,0,746,3699,0,0,599
Mads Bech Sørensen,14,0,0,0,2,3,0,0,5
Jan Bednarek,1127,14,2,1,579,2671,2,1,605
Jan Bednarek,79,0,0,0,47,291,0,0,53
Donny van de Beek,72,11,3,2,39,148,2,2,53
Asmir Begović,33,0,0,0,19,75,0,0,13
Armel Bella Kotchap,1211,22,11,4,697,3570,9,6,682
Saïd Benrahma,1091,94,123,51,699,5281,53,42,800
Rodrigo Bentancur,1071,19,34,21,581,3001,22,17,732
Daniel Bentley,87,0,0,0,29,193,0,0,34
Victor Bernth Kristiansen,607,4,15,7,278,1494,10,10,302
Owen Bevan,3,0,0,0,1,0,0,0,1
Giulian Biancone,25,0,0,0,10,76,0,0,13
Philip Billing,1410,71,47,26,727,3695,42,35,900
Yves Bissouma,826,2,9,7,504,2761,16,8,613
Willy Boly,353,9,2,1,171,769,2,0,182
Sven Botman,2074,53,1,1,1171,5259,10,2,1347
Jarrod Bowen,1318,157,118,36,731,5565,70,55,793
James Bree,213,2,3,2,93,352,3,2,111
Armando Broja,110,16,15,8,54,399,15,9,71
David Brooks,93,9,9,2,61,270,4,4,65
Lewis Brunt,23,0,0,0,9,30,0,0,13
Emi Buendía,1336,93,59,27,829,3957,63,58,955
Hugo Bueno,835,14,33,13,396,2714,16,11,446
Facundo Buonanotte,258,19,19,7,182,1018,10,2,202
Dan Burn,2073,62,25,11,926,4329,34,9,1116
Cafú,3,0,0,0,2,12,0,0,1
Moisés Caicedo,2603,28,54,28,1507,6220,39,23,1891
Tom Cairney,872,31,21,9,573,3124,23,21,667
Duje Ćaleta-Car,695,9,2,2,387,1829,1,2,429
Dominic Calvert-Lewin,376,59,28,15,186,972,40,12,286
Chem Campbell,47,5,4,2,39,303,3,6,36
João Cancelo,1363,47,61,31,840,4920,18,14,1020
Thomas Cannon,8,4,1,0,6,34,0,0,7
Sergi Canós,57,2,6,4,29,206,0,0,36
Diego Carlos,156,4,0,0,100,348,2,0,111
Fabio Carvalho,193,26,6,2,122,568,11,15,145
Casemiro,1758,24,20,9,850,2828,18,14,1103
Matty Cash,1215,11,33,16,610,3143,24,7,652
Timothy Castagne,2237,52,30,11,989,4010,32,17,1246
Jonny Castro,1004,13,32,14,499,2623,16,13,600
Nathaniel Chalobah,11,1,0,0,6,16,1,1,8
Trevoh Chalobah,1369,23,10,8,784,2679,6,5,973
Calum Chambers,245,2,0,0,139,794,2,1,149
Shea Charles,32,0,0,0,20,116,0,1,19
Ben Chilwell,1133,36,23,8,629,3401,25,18,722
Ryan Christie,940,61,86,37,559,3396,49,33,592
Carney Chukwuemeka,262,17,11,6,154,1165,11,3,184
Bobby Clark,7,1,1,0,3,3,2,0,3
Nathaniel Clyne,971,3,12,5,423,1778,12,3,531
Conor Coady,1363,10,3,0,882,4154,6,2,984
Jack Colback,189,1,4,3,75,404,5,1,88
Séamus Coleman,990,21,36,16,457,2049,30,6,481
Nathan Collins,1339,13,8,7,724,3470,9,8,922
Levi Colwill,1263,11,1,1,845,4646,7,4,921
Lewis Cook,935,9,19,7,426,2198,15,16,517
Steve Cook,559,10,1,1,284,1293,3,2,350
Liam Cooper,970,21,4,1,477,2172,9,1,501
Maxwel Cornet,140,11,5,2,83,310,9,5,103
Diego Costa,335,59,10,5,180,1019,23,26,245
Vladimír Coufal,1433,21,17,3,578,3284,25,21,665
Philippe Coutinho,500,24,34,14,309,1747,23,17,369
Conor Coventry,0,0,0,0,0,0,0,0,0
Matthew Craig,10,0,0,0,5,20,0,0,6
Aaron Cresswell,1607,13,7,2,766,3497,6,6,960
Marc Cucurella,1490,12,14,5,787,3205,14,6,906
Matheus Cunha,372,45,39,26,195,1119,31,13,224
Patson Daka,444,58,18,7,207,1090,46,19,288
Diogo Dalot,1673,38,35,21,878,4258,18,5,994
Mikkel Damsgaard,529,27,23,9,279,1075,15,6,307
Danilo,383,21,19,14,171,815,20,8,171
Arnaut Danjuma,72,8,6,3,44,233,1,3,58
Josh Dasilva,770,32,56,32,536,3392,28,28,562
David Datro Fofana,33,7,8,5,24,119,9,3,23
Ben Davies,1482,29,15,5,835,4386,11,5,1012
Tom Davies,309,15,6,3,150,616,17,4,201
Craig Dawson,380,14,1,0,193,1042,2,4,216
Craig Dawson,1084,15,4,3,628,2615,5,2,748
Kevin De Bruyne,1860,100,61,32,1129,5721,42,29,1445
Siriki Dembélé,71,3,10,6,47,311,9,5,50
Leander Dendoncker,365,7,5,3,171,852,8,3,207
Leander Dendoncker,128,5,2,1,60,205,2,2,77
Emmanuel Dennis,335,40,53,18,211,1512,32,25,219
Halil Dervişoğlu,1,0,0,0,2,13,0,1,2
Kiernan Dewsbury-Hall,1490,50,74,40,903,5218,73,32,1038
Ibrahima Diallo,499,4,13,8,287,1445,16,9,294
Rúben Dias,2237,22,10,8,1497,8194,1,4,1791
Luis Díaz,618,77,65,32,440,2944,30,37,500
Eric Dier,2274,25,6,3,1368,6183,10,3,1600
Lucas Digne,1096,24,18,3,552,2363,16,12,625
Issa Diop,1606,9,5,3,1026,6695,10,1,1115
Moussa Djenepo,358,16,42,19,197,1423,15,7,182
Ben Doak,22,2,4,0,16,182,1,0,15
Matt Doherty,500,24,12,5,247,953,12,3,306
Abdoulaye Doucouré,713,45,33,20,371,1689,27,13,440
Cheick Doucouré,1577,15,21,15,761,3761,28,20,884
Flynn Downes,405,5,2,1,224,1041,11,6,276
Kami Doyle,6,0,1,0,4,12,0,1,7
Cody Drameh,44,0,1,1,17,48,1,1,23
Martin Dúbravka,59,0,0,0,38,190,0,0,23
Shane Duffy,22,1,1,1,9,41,1,0,12
Lewis Dunk,3461,34,5,4,2294,11410,13,5,2586
Jhon Durán,57,6,2,1,33,205,8,3,41
Malcolm Ebiowei,21,2,5,2,14,107,5,0,15
Ederson,1302,0,0,0,869,4059,0,0,833
Odsonne Édouard,672,95,46,16,354,1637,60,51,479
Samuel Edozie,278,32,37,12,183,1551,24,12,188
Anthony Elanga,197,28,15,5,109,656,13,7,139
Harvey Elliott,1194,50,42,19,759,3981,26,23,867
Mohamed Elneny,63,0,0,0,38,134,0,0,49
Mohamed Elyounoussi,952,54,48,25,484,3141,38,38,533
Emerson,1323,46,31,15,672,3662,22,19,775
Julio Enciso,396,49,64,32,241,1768,19,20,292
Christian Eriksen,1644,35,17,8,967,3499,24,19,1220
Pervis Estupiñán,2211,71,42,19,1292,6134,38,29,1434
Jonny Evans,906,2,0,0,529,2218,5,0,629
Eberechi Eze,1515,84,122,71,889,5017,71,54,999
Łukasz Fabiański,1005,0,0,0,506,3330,3,0,350
Fabinho,2092,21,15,7,1184,4669,17,12,1493
Wout Faes,2177,19,12,9,1262,6476,15,5,1436
Felipe,798,36,18,14,391,2137,12,4,386
João Félix,497,46,60,22,326,2092,22,8,399
Evan Ferguson,344,39,14,8,203,884,29,20,256
Bruno Fernandes,2408,149,66,32,1385,6213,42,42,1689
Enzo Fernández,1616,9,32,17,1097,4757,25,13,1257
Roberto Firmino,735,84,24,13,423,1757,38,23,565
Junior Firpo,792,13,15,6,352,1465,9,9,367
Phil Foden,1324,131,81,40,891,4578,34,29,1051
Wesley Fofana,169,3,3,2,116,647,3,0,115
Wesley Fofana,1013,10,13,8,686,4197,9,6,735
Pablo Fornals,917,36,23,12,500,2480,21,15,616
Adam Forshaw,293,1,11,8,179,1085,6,8,186
Fraser Forster,395,0,0,0,203,1098,1,0,148
Tyrese Francois,5,0,0,0,1,0,1,0,2
Ryan Fraser,147,9,2,1,94,600,7,1,107
Fred,999,37,32,12,537,2158,26,16,614
Ryan Fredericks,279,7,10,3,120,725,4,3,152
Remo Freuler,1058,13,12,6,491,2192,20,8,557
Cody Gakpo,591,76,48,23,374,2069,43,36,448
Conor Gallagher,1134,59,55,24,700,3523,36,36,778
Idrissa Gana Gueye,1563,11,35,19,821,3942,31,18,845
Alejandro Garnacho,305,59,44,12,220,1666,27,14,235
James Garner,441,9,14,7,216,1185,11,3,225
David de Gea,1302,0,0,0,781,3589,0,0,783
Joe Gelhardt,115,14,9,1,68,189,9,7,84
Saman Ghoddos,98,3,2,0,42,164,3,1,44
Morgan Gibbs-White,119,4,8,2,62,257,3,1,82
Morgan Gibbs-White,1447,76,96,47,764,4463,91,44,902
Bryan Gil,80,2,5,2,55,337,5,3,61
Billy Gilmour,453,4,6,2,248,1157,6,5,350
Wilfried Gnonto,719,43,77,21,484,3356,30,19,508
Ben Godfrey,391,8,8,3,162,830,12,3,159
João Gomes,409,5,19,8,185,922,7,5,223
Toti Gomes,688,15,16,9,332,1521,6,3,402
Joe Gomez,1521,6,5,4,1005,4826,13,5,1040
Sergio Gómez,358,10,3,0,203,1018,7,3,274
Anthony Gordon,275,27,21,7,169,1192,19,5,196
Anthony Gordon,464,47,45,11,252,1875,32,23,290
Demarai Gray,1181,104,92,33,720,5100,86,66,781
Jack Grealish,1308,136,110,45,957,8506,36,29,1065
Sam Greenwood,255,5,8,3,117,578,6,7,119
Pascal Groß,2602,98,33,17,1453,6723,39,18,1832
Vicente Guaita,895,0,0,0,507,2657,1,0,383
Gonçalo Guedes,280,30,15,5,174,1303,17,7,199
Marc Guéhi,2557,28,21,14,1511,7181,17,7,1690
Bruno Guimarães,2014,50,92,45,1321,7248,46,60,1503
İlkay Gündoğan,1806,88,42,16,1072,5457,28,27,1425
Darko Gyabi,8,1,1,0,4,5,1,0,2
Erling Haaland,763,217,32,11,405,2020,51,26,583
Lewis Hall,533,21,27,11,320,1627,16,7,351
Luke Harris,14,0,0,0,9,46,0,1,13
Jack Harrison,1556,81,118,48,959,5271,92,61,1037
Kai Havertz,1258,165,61,18,728,3741,79,36,946
Jan Paul van Hecke,288,2,0,0,187,1104,1,0,213
Hwang Hee-chan,425,38,32,13,222,1520,25,20,267
Dean Henderson,715,0,0,0,397,2242,1,0,319
Jordan Henderson,1782,45,23,12,1060,4836,18,9,1319
Wayne Hennessey,108,0,0,0,56,318,0,0,47
Rico Henry,1582,30,50,26,782,3790,50,44,813
Son Heung-min,1217,106,83,33,728,4927,64,55,860
Aaron Hickey,1028,21,45,17,616,3295,16,13,624
Jack Hinshelwood,5,1,0,0,2,2,0,0,3
Joseph Hodge,118,4,0,0,56,174,1,2,77
Rob Holding,499,7,1,1,319,1466,3,0,339
Mason Holgate,286,5,3,3,100,450,6,0,141
Will Hughes,474,13,7,3,234,1162,14,10,262
Omari Hutchinson,16,3,0,0,11,61,1,1,12
Pierre Højbjerg,2633,33,45,30,1507,6846,39,35,1925
Kelechi Iheanacho,464,58,39,20,293,1661,41,36,380
Danny Ings,229,37,18,5,129,554,11,10,157
Danny Ings,267,49,16,10,163,718,20,17,186
Alexander Isak,583,98,72,32,371,2548,39,25,431
Daniel Iversen,411,0,0,0,177,1011,0,0,136
Alex Iwobi,1912,59,110,55,1169,6913,68,42,1285
Daniel James,66,6,6,1,35,233,3,1,39
