,player,country_of_origin,team,league,position,age_category
2153,Kyle Walker,ENG,Manchester City,Premier League,Defence,seniors
2154,Riyad Mahrez,ALG,Manchester City,Premier League,Forward,middle_age
2155,Oleksandr Zinchenko,UKR,Arsenal,Premier League,Defence,young
2156,Christian Eriksen,DEN,Manchester Utd,Premier League,Midfield,middle_age
2157,Luke Shaw,ENG,Manchester Utd,Premier League,Defence,middle_age
2158,Lucas Paquetá,BRA,West Ham,Premier League,Midfield,young
2159,Alisson,BRA,Liverpool,Premier League,Goalkeeper,middle_age
2160,Boubacar Kamara,FRA,Aston Villa,Premier League,Midfield,young
2161,Christian Pulisic,USA,Chelsea,Premier League,Defence,young
2162,Kepa Arrizabalaga,ESP,Chelsea,Premier League,Goalkeeper,middle_age
2163,Bernardo Silva,POR,Manchester City,Premier League,Midfield,middle_age
2164,Kalvin Phillips,ENG,Manchester City,Premier League,Midfield,middle_age
2165,Clément Lenglet,FRA,Tottenham,Premier League,Defence,middle_age
2166,Darwin Núñez,URU,Liverpool,Premier League,Forward,young
2167,Diogo Jota,POR,Liverpool,Premier League,Forward,young
2168,Jordan Henderson,ENG,Liverpool,Premier League,Midfield,seniors
2169,Jamie Vardy,ENG,Leicester City,Premier League,Forward,seniors
2170,İlkay Gündoğan,GER,Manchester City,Premier League,Midfield,middle_age
2171,Wilfried Zaha,CIV,Crystal Palace,Premier League,Forward,middle_age
2172,Danny Ings,ENG,West Ham,Premier League,Forward,middle_age
2173,Danny Ings,ENG,West Ham,Premier League,Forward,middle_age
2174,Danny Ings,ENG,West Ham,Premier League,Forward,middle_age
2175,Danny Ings,ENG,West Ham,Premier League,Forward,middle_age
2176,Kurt Zouma,FRA,West Ham,Premier League,Defence,middle_age
2177,Philippe Coutinho,BRA,Aston Villa,Premier League,Midfield,middle_age
2178,Ben White,ENG,Arsenal,Premier League,Defence,young
2179,Granit Xhaka,SUI,Arsenal,Premier League,Midfield,middle_age
2180,Donny van de Beek,NED,Manchester Utd,Premier League,Midfield,young
2181,Fred,BRA,Manchester Utd,Premier League,Midfield,middle_age
2182,Lisandro Martínez,ARG,Manchester Utd,Premier League,Defence,young
2183,Victor Lindelöf,SWE,Manchester Utd,Premier League,Defence,middle_age
2184,Alphonse Areola,FRA,West Ham,Premier League,Goalkeeper,middle_age
2185,Alex Oxlade-Chamberlain,ENG,Liverpool,Premier League,Forward,middle_age
2186,Cody Gakpo,NED,Liverpool,Premier League,Forward,young
2187,Naby Keïta,GUI,Liverpool,Premier League,Midfield,middle_age
2188,Emiliano Martínez,ARG,Aston Villa,Premier League,Goalkeeper,middle_age
2189,Alexander Isak,SWE,Newcastle Utd,Premier League,Forward,young
2190,Alexander Isak,SWE,Newcastle Utd,Premier League,Forward,young
2191,Alexander Isak,SWE,Newcastle Utd,Premier League,Forward,young
2192,Alexander Isak,SWE,Newcastle Utd,Premier League,Forward,young
2193,Bruno Guimarães,BRA,Newcastle Utd,Premier League,Midfield,young
2194,Ruben Loftus-Cheek,ENG,Chelsea,Premier League,Midfield,middle_age
2195,Abdoulaye Doucouré,MLI,Everton,Premier League,Midfield,middle_age
2196,Alex Iwobi,NGA,Everton,Premier League,Midfield,middle_age
2197,Yerry Mina,COL,Everton,Premier League,Defence,middle_age
2198,Aymeric Laporte,ESP,Manchester City,Premier League,Defence,middle_age
2199,Martin Ødegaard,NOR,Arsenal,Premier League,Midfield,young
2200,Jorginho,ITA,Arsenal,Premier League,Midfield,middle_age
2201,Jorginho,ITA,Arsenal,Premier League,Midfield,middle_age
2202,Jorginho,ITA,Arsenal,Premier League,Midfield,middle_age
2203,Jorginho,ITA,Arsenal,Premier League,Midfield,middle_age
2204,Kieran Tierney,SCO,Arsenal,Premier League,Defence,young
2205,Dejan Kulusevski,SWE,Tottenham,Premier League,Midfield,young
2206,James Maddison,ENG,Leicester City,Premier League,Midfield,young
2207,Thiago Silva,BRA,Chelsea,Premier League,Defence,seniors
2208,Eddie Nketiah,ENG,Arsenal,Premier League,Forward,young
2209,James Ward-Prowse,ENG,Southampton,Premier League,Midfield,middle_age
2210,Hugo Lloris,FRA,Tottenham,Premier League,Goalkeeper,seniors
2211,Pierre Højbjerg,DEN,Tottenham,Premier League,Midfield,middle_age
2212,Rodrigo,ESP,Leeds United,Premier League,Forward,middle_age
2213,Andrew Robertson,SCO,Liverpool,Premier League,Defence,middle_age
2214,Joël Matip,CMR,Liverpool,Premier League,Defence,middle_age
2215,Diego Carlos,BRA,Aston Villa,Premier League,Defence,middle_age
2216,Leon Bailey,JAM,Aston Villa,Premier League,Forward,young
2217,Raúl Jiménez,MEX,Wolves,Premier League,Forward,middle_age
2218,Jonny Evans,NIR,Leicester City,Premier League,Defence,seniors
2219,Kieran Trippier,ENG,Newcastle Utd,Premier League,Defence,middle_age
2220,Matt Targett,ENG,Newcastle Utd,Premier League,Defence,middle_age
2221,Carney Chukwuemeka,ENG,Chelsea,Premier League,Midfield,young
2222,Hakim Ziyech,MAR,Chelsea,Premier League,Forward,middle_age
2223,Mateo Kovačić,CRO,Chelsea,Premier League,Midfield,middle_age
2224,Mykhailo Mudryk,UKR,Chelsea,Premier League,Forward,young
2225,Amadou Onana,BEL,Everton,Premier League,Midfield,young
2226,Dominic Calvert-Lewin,ENG,Everton,Premier League,Forward,young
2227,James Tarkowski,ENG,Everton,Premier League,Defence,middle_age
2228,Jordan Pickford,ENG,Everton,Premier League,Goalkeeper,middle_age
2229,Dean Henderson,ENG,Nott'ham Forest,Premier League,Goalkeeper,young
2230,Ederson,BRA,Manchester City,Premier League,Goalkeeper,middle_age
2231,Emerson Palmieri,ITA,West Ham,Premier League,Defence,middle_age
2232,Leandro Trossard,BEL,Arsenal,Premier League,Forward,middle_age
2233,Leandro Trossard,BEL,Arsenal,Premier League,Forward,middle_age
2234,Leandro Trossard,BEL,Arsenal,Premier League,Forward,middle_age
2235,Leandro Trossard,BEL,Arsenal,Premier League,Forward,middle_age
2236,Aaron Wan-Bissaka,ENG,Manchester Utd,Premier League,Defence,young
2237,Lucas Moura,BRA,Tottenham,Premier League,Midfield,middle_age
2238,Richarlison,BRA,Tottenham,Premier League,Midfield,young
2239,Odsonne Édouard,FRA,Crystal Palace,Premier League,Forward,young
2240,Gianluca Scamacca,ITA,West Ham,Premier League,Forward,young
2241,Leander Dendoncker,BEL,Aston Villa,Premier League,Midfield,middle_age
2242,Leander Dendoncker,BEL,Aston Villa,Premier League,Midfield,middle_age
2243,Leander Dendoncker,BEL,Aston Villa,Premier League,Midfield,middle_age
2244,Leander Dendoncker,BEL,Aston Villa,Premier League,Midfield,middle_age
2245,Gonçalo Guedes,POR,Wolves,Premier League,Forward,young
2246,Pablo Sarabia,ESP,Wolves,Premier League,Forward,middle_age
2247,Sven Botman,NED,Newcastle Utd,Premier League,Defence,young
2248,Benoît Badiashile,FRA,Chelsea,Premier League,Defence,young
2249,Denis Zakaria,SUI,Chelsea,Premier League,Midfield,young
2250,Denis Zakaria,SUI,Chelsea,Premier League,Midfield,young
2251,Denis Zakaria,SUI,Chelsea,Premier League,Midfield,young
2252,Denis Zakaria,SUI,Chelsea,Premier League,Midfield,young
2253,Adam Lallana,ENG,Brighton,Premier League,Midfield,seniors
2254,Keylor Navas,CRC,Nott'ham Forest,Premier League,Goalkeeper,seniors
2255,Bernd Leno,GER,Fulham,Premier League,Goalkeeper,middle_age
2256,Layvin Kurzawa,FRA,Fulham,Premier League,Defence,middle_age
2257,Benjamin Mendy,FRA,Manchester City,Premier League,Defence,middle_age
2258,Nathan Aké,NED,Manchester City,Premier League,Defence,middle_age
2259,Eric Dier,ENG,Tottenham,Premier League,Defence,middle_age
2260,Pedro Porro,ESP,Tottenham,Premier League,Defence,young
2261,Michail Antonio,JAM,West Ham,Premier League,Forward,seniors
2262,Joe Gomez,ENG,Liverpool,Premier League,Defence,young
2263,Matheus Nunes,POR,Wolves,Premier League,Midfield,young
2264,Joelinton,BRA,Newcastle Utd,Premier League,Midfield,young
2265,Mislav Oršić,CRO,Southampton,Premier League,Midfield,middle_age
2266,Ben Davies,WAL,Tottenham,Premier League,Defence,middle_age
2267,Joachim Andersen,DEN,Crystal Palace,Premier League,Defence,middle_age
2268,Nathaniel Clyne,ENG,Crystal Palace,Premier League,Defence,middle_age
2269,Thilo Kehrer,GER,West Ham,Premier League,Defence,young
2270,Matty Cash,POL,Aston Villa,Premier League,Defence,young
2271,Tyrone Mings,ENG,Aston Villa,Premier League,Defence,middle_age
2272,Nélson Semedo,POR,Wolves,Premier League,Defence,middle_age
2273,Boubakary Soumaré,FRA,Leicester City,Premier League,Midfield,young
2274,Kelechi Iheanacho,NGA,Leicester City,Premier League,Forward,young
2275,Ricardo Pereira,POR,Leicester City,Premier League,Defence,middle_age
2276,Ryan Bertrand,ENG,Leicester City,Premier League,Defence,seniors
2277,Chris Wood,NZL,Newcastle Utd,Premier League,Forward,middle_age
2278,Chris Wood,NZL,Newcastle Utd,Premier League,Forward,middle_age
2279,Chris Wood,NZL,Newcastle Utd,Premier League,Forward,middle_age
2280,Chris Wood,NZL,Newcastle Utd,Premier League,Forward,middle_age
2281,Joe Willock,ENG,Newcastle Utd,Premier League,Midfield,young
2282,Mason Mount,ENG,Chelsea,Premier League,Midfield,young
2283,Idrissa Gana Gueye,SEN,Everton,Premier League,Midfield,seniors
2284,Michael Keane,ENG,Everton,Premier League,Defence,middle_age
2285,Salomón Rondón,VEN,Everton,Premier League,Forward,seniors
2286,Jesse Lingard,ENG,Nott'ham Forest,Premier League,Forward,middle_age
2287,Morgan Gibbs-White,ENG,Nott'ham Forest,Premier League,Midfield,young
2288,Morgan Gibbs-White,ENG,Nott'ham Forest,Premier League,Midfield,young
2289,Morgan Gibbs-White,ENG,Nott'ham Forest,Premier League,Midfield,young
2290,Morgan Gibbs-White,ENG,Nott'ham Forest,Premier League,Midfield,young
2291,Aleksandar Mitrović,SRB,Fulham,Premier League,Forward,middle_age
2292,Bertrand Traoré,BFA,Aston Villa,Premier League,Forward,middle_age
2293,Cédric Soares,POR,Arsenal,Premier League,Defence,middle_age
2294,Cédric Soares,POR,Arsenal,Premier League,Defence,middle_age
2295,Cédric Soares,POR,Arsenal,Premier League,Defence,middle_age
2296,Cédric Soares,POR,Arsenal,Premier League,Defence,middle_age
2297,Phil Jones,ENG,Manchester Utd,Premier League,Defence,middle_age
2298,Tyrell Malacia,NED,Manchester Utd,Premier League,Defence,young
2299,Theo Walcott,ENG,Southampton,Premier League,Forward,seniors
2300,Fraser Forster,ENG,Tottenham,Premier League,Goalkeeper,seniors
2301,Rodrigo Bentancur,URU,Tottenham,Premier League,Midfield,young
2302,Luka Milivojević,SRB,Crystal Palace,Premier League,Midfield,middle_age
2303,Vicente Guaita,ESP,Crystal Palace,Premier League,Goalkeeper,seniors
2304,Douglas Luiz,BRA,Aston Villa,Premier League,Midfield,young
2305,Emi Buendía,ARG,Aston Villa,Premier League,Midfield,young
2306,Ollie Watkins,ENG,Aston Villa,Premier League,Forward,middle_age
2307,Dennis Praet,BEL,Leicester City,Premier League,Midfield,middle_age
2308,Patson Daka,ZAM,Leicester City,Premier League,Forward,young
2309,Wilfred Ndidi,NGA,Leicester City,Premier League,Midfield,young
2310,Lewis Dunk,ENG,Brighton,Premier League,Defence,middle_age
2311,Ben Godfrey,ENG,Everton,Premier League,Defence,young
2312,Bukayo Saka,ENG,Arsenal,Premier League,Forward,young
2313,Gabriel Martinelli,BRA,Arsenal,Premier League,Forward,young
2314,Joe Aribo,NGA,Southampton,Premier League,Midfield,middle_age
2315,Patrick Bamford,ENG,Leeds United,Premier League,Forward,middle_age
2316,Angelo Ogbonna,ITA,West Ham,Premier League,Defence,seniors
2317,Manuel Lanzini,ARG,West Ham,Premier League,Midfield,middle_age
2318,Ibrahima Konaté,FRA,Liverpool,Premier League,Defence,young
2319,Jacob Ramsey,ENG,Aston Villa,Premier League,Midfield,young
2320,Jannik Vestergaard,DEN,Leicester City,Premier League,Defence,middle_age
2321,Allan Saint-Maximin,FRA,Newcastle Utd,Premier League,Forward,young
2322,Jonjo Shelvey,ENG,Newcastle Utd,Premier League,Midfield,middle_age
2323,Jonjo Shelvey,ENG,Newcastle Utd,Premier League,Midfield,middle_age
2324,Jonjo Shelvey,ENG,Newcastle Utd,Premier League,Midfield,middle_age
2325,Jonjo Shelvey,ENG,Newcastle Utd,Premier League,Midfield,middle_age
2326,Mason Holgate,ENG,Everton,Premier League,Defence,young
2327,Issa Diop,FRA,Fulham,Premier League,Defence,young
2328,Brandon Williams,ENG,Manchester Utd,Premier League,Defence,young
2329,Moussa Djenepo,MLI,Southampton,Premier League,Defence,young
2330,Stuart Armstrong,SCO,Southampton,Premier League,Midfield,middle_age
2331,Davinson Sánchez,COL,Tottenham,Premier League,Defence,middle_age
2332,Luis Sinisterra,COL,Leeds United,Premier League,Forward,young
2333,Łukasz Fabiański,POL,West Ham,Premier League,Goalkeeper,seniors
2334,Maxwel Cornet,CIV,West Ham,Premier League,Forward,young
2335,Pablo Fornals,ESP,West Ham,Premier League,Forward,middle_age
2336,Tomáš Souček,CZE,West Ham,Premier League,Midfield,middle_age
2337,Nathaniel Phillips,ENG,Liverpool,Premier League,Defence,young
2338,Timothy Castagne,BEL,Leicester City,Premier League,Defence,middle_age
2339,Aaron Ramsdale,ENG,Arsenal,Premier League,Goalkeeper,young
2340,Reiss Nelson,ENG,Arsenal,Premier League,Forward,young
2341,Scott McTominay,SCO,Manchester Utd,Premier League,Midfield,young
2342,Jan Bednarek,POL,Southampton,Premier League,Defence,middle_age
2343,Jan Bednarek,POL,Southampton,Premier League,Defence,middle_age
2344,Jan Bednarek,POL,Southampton,Premier League,Defence,middle_age
2345,Jan Bednarek,POL,Southampton,Premier League,Defence,middle_age
2346,Mohamed Elyounoussi,NOR,Southampton,Premier League,Midfield,middle_age
2347,Cheick Doucouré,MLI,Crystal Palace,Premier League,Midfield,young
2348,Junior Firpo,DOM,Leeds United,Premier League,Defence,young
2349,Declan Rice,ENG,West Ham,Premier League,Midfield,young
2350,Jarrod Bowen,ENG,West Ham,Premier League,Forward,young
2351,Adrián,ESP,Liverpool,Premier League,Goalkeeper,seniors
2352,James Milner,ENG,Liverpool,Premier League,Midfield,seniors
2353,Daniel Podence,POR,Wolves,Premier League,Forward,middle_age
2354,Anthony Gordon,ENG,Newcastle Utd,Premier League,Forward,young
2355,Anthony Gordon,ENG,Newcastle Utd,Premier League,Forward,young
2356,Anthony Gordon,ENG,Newcastle Utd,Premier League,Forward,young
2357,Anthony Gordon,ENG,Newcastle Utd,Premier League,Forward,young
2358,Nick Pope,ENG,Newcastle Utd,Premier League,Goalkeeper,middle_age
2359,Pascal Groß,GER,Brighton,Premier League,Midfield,middle_age
2360,Renan Lodi,BRA,Nott'ham Forest,Premier League,Defence,young
2361,Vitaliy Mykolenko,UKR,Everton,Premier League,Defence,young
2362,Mohamed Elneny,EGY,Arsenal,Premier League,Midfield,middle_age
2363,Takehiro Tomiyasu,JPN,Arsenal,Premier League,Defence,young
2364,Adam Armstrong,ENG,Southampton,Premier League,Forward,young
2365,Ibrahima Diallo,FRA,Southampton,Premier League,Midfield,young
2366,Ryan Sessegnon,ENG,Tottenham,Premier League,Defence,young
2367,Yves Bissouma,MLI,Tottenham,Premier League,Midfield,young
2368,Chris Richards,USA,Crystal Palace,Premier League,Defence,young
2369,Jaïro Riedewald,NED,Crystal Palace,Premier League,Defence,young
2370,James McArthur,SCO,Crystal Palace,Premier League,Midfield,seniors
2371,Jefferson Lerma,COL,Bournemouth,Premier League,Midfield,middle_age
2372,Tyler Adams,USA,Leeds United,Premier League,Midfield,young
2373,Saïd Benrahma,ALG,West Ham,Premier League,Forward,middle_age
2374,Luis Díaz,COL,Liverpool,Premier League,Forward,young
2375,John McGinn,SCO,Aston Villa,Premier League,Midfield,middle_age
2376,Adama Traoré,ESP,Wolves,Premier League,Forward,middle_age
2377,Boubacar Traoré,MLI,Wolves,Premier League,Midfield,young
2378,Nampalys Mendy,SEN,Leicester City,Premier League,Midfield,middle_age
2379,Emil Krafth,SWE,Newcastle Utd,Premier League,Defence,middle_age
2380,Ben Mee,ENG,Brentford,Premier League,Defence,seniors
2381,Edouard Mendy,SEN,Chelsea,Premier League,Goalkeeper,middle_age
2382,Adam Webster,ENG,Brighton,Premier League,Defence,middle_age
2383,Danny Welbeck,ENG,Brighton,Premier League,Forward,middle_age
2384,Conor Coady,ENG,Everton,Premier League,Defence,middle_age
2385,Séamus Coleman,IRL,Everton,Premier League,Defence,seniors
2386,Stefan Ortega,GER,Manchester City,Premier League,Goalkeeper,middle_age
2387,Albert Sambi Lokonga,BEL,Arsenal,Premier League,Midfield,young
2388,Albert Sambi Lokonga,BEL,Arsenal,Premier League,Midfield,young
2389,Albert Sambi Lokonga,BEL,Arsenal,Premier League,Midfield,young
2390,Albert Sambi Lokonga,BEL,Arsenal,Premier League,Midfield,young
2391,Gabriel Magalhães,BRA,Arsenal,Premier League,Defence,young
2392,Axel Tuanzebe,ENG,Manchester Utd,Premier League,Defence,young
2393,Alex McCarthy,ENG,Southampton,Premier League,Goalkeeper,seniors
2394,James Tomkins,ENG,Crystal Palace,Premier League,Defence,seniors
2395,Jean-Philippe Mateta,FRA,Crystal Palace,Premier League,Forward,young
2396,Jeffrey Schlupp,GHA,Crystal Palace,Premier League,Midfield,middle_age
2397,Marc Guéhi,ENG,Crystal Palace,Premier League,Defence,young
2398,David Brooks,WAL,Bournemouth,Premier League,Forward,young
2399,Dominic Solanke,ENG,Bournemouth,Premier League,Forward,young
2400,Marcos Senesi,ARG,Bournemouth,Premier League,Defence,young
2401,Neto,BRA,Bournemouth,Premier League,Goalkeeper,seniors
2402,Jack Harrison,ENG,Leeds United,Premier League,Forward,young
2403,Marc Roca,ESP,Leeds United,Premier League,Midfield,young
2404,Pascal Struijk,NED,Leeds United,Premier League,Defence,young
2405,Aaron Cresswell,ENG,West Ham,Premier League,Defence,seniors
2406,Nayef Aguerd,MAR,West Ham,Premier League,Defence,middle_age
2407,Kostas Tsimikas,GRE,Liverpool,Premier League,Defence,middle_age
2408,Ashley Young,ENG,Aston Villa,Premier League,Defence,seniors
2409,Calum Chambers,ENG,Aston Villa,Premier League,Defence,middle_age
2410,Robin Olsen,SWE,Aston Villa,Premier League,Goalkeeper,seniors
2411,Diego Costa,ESP,Wolves,Premier League,Forward,seniors
2412,Pedro Neto,POR,Wolves,Premier League,Forward,young
2413,Rúben Neves,POR,Wolves,Premier League,Midfield,young
2414,Tetê,BRA,Leicester City,Premier League,Forward,young
2415,Wout Faes,BEL,Leicester City,Premier League,Defence,young
2416,Sean Longstaff,ENG,Newcastle Utd,Premier League,Midfield,young
2417,Conor Gallagher,ENG,Chelsea,Premier League,Midfield,young
2418,Noni Madueke,Unknown,Chelsea,Premier League,Midfield,young
2419,Trevoh Chalobah,ENG,Chelsea,Premier League,Defence,young
2420,Alexis Mac Allister,ARG,Brighton,Premier League,Midfield,young
2421,Pervis Estupiñán,ECU,Brighton,Premier League,Defence,young
2422,Neal Maupay,FRA,Everton,Premier League,Forward,young
2423,Neco Williams,WAL,Nott'ham Forest,Premier League,Defence,young
2424,Taiwo Awoniyi,NGA,Nott'ham Forest,Premier League,Forward,young
2425,Andreas Pereira,BRA,Fulham,Premier League,Midfield,middle_age
2426,Daniel James,WAL,Fulham,Premier League,Forward,young
2427,Daniel James,WAL,Fulham,Premier League,Forward,young
2428,Daniel James,WAL,Fulham,Premier League,Forward,young
2429,Daniel James,WAL,Fulham,Premier League,Forward,young
2430,João Palhinha,POR,Fulham,Premier League,Midfield,middle_age
2431,Kenny Tete,NED,Fulham,Premier League,Defence,middle_age
2432,Julián Álvarez,ARG,Manchester City,Premier League,Forward,young
2433,Sergio Gómez,ESP,Manchester City,Premier League,Defence,young
2434,Callum Wilson,ENG,Newcastle Utd,Premier League,Forward,middle_age
2435,Fabio Vieira,POR,Arsenal,Premier League,Midfield,young
2436,Tom Heaton,ENG,Manchester Utd,Premier League,Goalkeeper,seniors
2437,Michael Olise,FRA,Crystal Palace,Premier League,Forward,young
2438,Jack Stephens,ENG,Bournemouth,Premier League,Defence,middle_age
2439,Jack Stephens,ENG,Bournemouth,Premier League,Defence,middle_age
2440,Jack Stephens,ENG,Bournemouth,Premier League,Defence,middle_age
2441,Jack Stephens,ENG,Bournemouth,Premier League,Defence,middle_age
2442,Brenden Aaronson,USA,Leeds United,Premier League,Midfield,young
2443,Stuart Dallas,NIR,Leeds United,Premier League,Defence,middle_age
2444,Craig Dawson,ENG,West Ham,Premier League,Defence,seniors
2445,Craig Dawson,ENG,West Ham,Premier League,Defence,seniors
2446,Craig Dawson,ENG,West Ham,Premier League,Defence,seniors
2447,Craig Dawson,ENG,West Ham,Premier League,Defence,seniors
2448,Keinan Davis,ENG,Aston Villa,Premier League,Forward,young
2449,Morgan Sanson,FRA,Aston Villa,Premier League,Midfield,middle_age
2450,Mario Lemina,GAB,Wolves,Premier League,Midfield,middle_age
2451,Çağlar Söyüncü,TUR,Leicester City,Premier League,Defence,middle_age
2452,Marc Albrighton,ENG,Leicester City,Premier League,Forward,seniors
2453,Matt Ritchie,SCO,Newcastle Utd,Premier League,Forward,seniors
2454,Bryan Mbeumo,CMR,Brentford,Premier League,Forward,young
2455,Asmir Begović,BIH,Everton,Premier League,Goalkeeper,seniors
2456,André Ayew,GHA,Nott'ham Forest,Premier League,Forward,seniors
2457,Cheikhou Kouyaté,SEN,Nott'ham Forest,Premier League,Midfield,seniors
2458,Moussa Niakhate,SEN,Nott'ham Forest,Premier League,Defence,middle_age
2459,Miguel Almirón,PAR,Newcastle Utd,Premier League,Forward,middle_age
2460,Ryan Fraser,SCO,Newcastle Utd,Premier League,Forward,middle_age
2461,Emile Smith Rowe,ENG,Arsenal,Premier League,Midfield,young
2462,Rob Holding,ENG,Arsenal,Premier League,Defence,middle_age
2463,William Saliba,FRA,Arsenal,Premier League,Defence,young
2464,Martin Dúbravka,SVK,Manchester Utd,Premier League,Goalkeeper,seniors
2465,Duje Ćaleta-Car,CRO,Southampton,Premier League,Defence,young
2466,Kamaldeen Sulemana,GHA,Southampton,Premier League,Forward,young
2467,Emerson,BRA,Tottenham,Premier League,Defence,young
2468,Oliver Skipp,ENG,Tottenham,Premier League,Midfield,young
2469,Sam Johnstone,ENG,Crystal Palace,Premier League,Goalkeeper,middle_age
2470,Tyrick Mitchell,ENG,Crystal Palace,Premier League,Defence,young
2471,Lewis Cook,ENG,Bournemouth,Premier League,Midfield,young
2472,Philip Billing,DEN,Bournemouth,Premier League,Midfield,middle_age
2473,Rasmus Kristensen,DEN,Leeds United,Premier League,Defence,young
2474,Robin Koch,GER,Leeds United,Premier League,Defence,middle_age
2475,Fabio Carvalho,POR,Liverpool,Premier League,Midfield,young
2476,Harvey Elliott,ENG,Liverpool,Premier League,Midfield,young
2477,Stefan Bajcetic,Unknown,Liverpool,Premier League,Midfield,young
2478,Frederic Guilbert,FRA,Aston Villa,Premier League,Defence,middle_age
2479,Danny Ward,WAL,Leicester City,Premier League,Goalkeeper,middle_age
2480,Harry Souttar,AUS,Leicester City,Premier League,Defence,young
2481,Harvey Barnes,ENG,Leicester City,Premier League,Forward,young
2482,Fabian Schär,SUI,Newcastle Utd,Premier League,Defence,middle_age
2483,Jamaal Lascelles,ENG,Newcastle Utd,Premier League,Defence,middle_age
2484,Armando Broja,ALB,Chelsea,Premier League,Forward,young
2485,Gaga Slonina,USA,Chelsea,Premier League,Goalkeeper,young
2486,Joël Veltman,NED,Brighton,Premier League,Defence,middle_age
2487,Solly March,ENG,Brighton,Premier League,Defence,middle_age
2488,Andros Townsend,ENG,Everton,Premier League,Midfield,middle_age
2489,Emmanuel Dennis,NGA,Nott'ham Forest,Premier League,Forward,young
2490,Remo Freuler,SUI,Nott'ham Forest,Premier League,Midfield,middle_age
2491,Willy Boly,CIV,Nott'ham Forest,Premier League,Defence,middle_age
2492,Carlos Vinícius,BRA,Fulham,Premier League,Forward,middle_age
2493,Kevin Mbabu,SUI,Fulham,Premier League,Defence,middle_age
2494,Shane Duffy,IRL,Fulham,Premier League,Defence,middle_age
2495,Tosin Adarabioyo,ENG,Fulham,Premier League,Defence,young
2496,Willian,BRA,Fulham,Premier League,Forward,seniors
2497,Jamal Lewis,NIR,Newcastle Utd,Premier League,Defence,young
2498,Matt Turner,USA,Arsenal,Premier League,Goalkeeper,middle_age
2499,Jack Butland,ENG,Manchester Utd,Premier League,Goalkeeper,middle_age
2500,Wout Weghorst,NED,Manchester Utd,Premier League,Forward,middle_age
2501,Ainsley Maitland-Niles,ENG,Southampton,Premier League,Defence,young
2502,Lyanco,BRA,Southampton,Premier League,Defence,young
2503,Joel Ward,ENG,Crystal Palace,Premier League,Defence,seniors
2504,Jordan Ayew,GHA,Crystal Palace,Premier League,Forward,middle_age
2505,Will Hughes,ENG,Crystal Palace,Premier League,Midfield,middle_age
2506,Adam Smith,ENG,Bournemouth,Premier League,Defence,middle_age
2507,Chris Mepham,WAL,Bournemouth,Premier League,Defence,young
2508,Dango Ouattara,BFA,Bournemouth,Premier League,Midfield,young
2509,Junior Stanislas,ENG,Bournemouth,Premier League,Midfield,seniors
2510,Ryan Fredericks,ENG,Bournemouth,Premier League,Defence,middle_age
2511,Maximilian Wöber,AUT,Leeds United,Premier League,Defence,young
2512,Vladimír Coufal,CZE,West Ham,Premier League,Defence,middle_age
2513,Jonny Castro,ESP,Wolves,Premier League,Defence,middle_age
2514,Sasa Kalajdzic,AUT,Wolves,Premier League,Forward,young
2515,Sasa Kalajdzic,AUT,Wolves,Premier League,Forward,young
2516,Sasa Kalajdzic,AUT,Wolves,Premier League,Forward,young
2517,Sasa Kalajdzic,AUT,Wolves,Premier League,Forward,young
2518,Youri Tielemans,BEL,Leicester City,Premier League,Midfield,young
2519,Dan Burn,ENG,Newcastle Utd,Premier League,Defence,middle_age
2520,Jacob Murphy,ENG,Newcastle Utd,Premier League,Forward,middle_age
2521,Javier Manquillo,ESP,Newcastle Utd,Premier League,Defence,middle_age
2522,Paul Dummett,WAL,Newcastle Utd,Premier League,Defence,middle_age
2523,Christian Nørgaard,DEN,Brentford,Premier League,Midfield,middle_age
2524,Keane Lewis-Potter,ENG,Brentford,Premier League,Forward,young
2525,Kristoffer Ajer,NOR,Brentford,Premier League,Defence,young
2526,Rico Henry,ENG,Brentford,Premier League,Defence,young
2527,Marcus Bettinelli,ENG,Chelsea,Premier League,Goalkeeper,middle_age
2528,Tariq Lamptey,GHA,Brighton,Premier League,Defence,young
2529,Serge Aurier,CIV,Nott'ham Forest,Premier League,Defence,middle_age
2530,Bobby Reid,JAM,Fulham,Premier League,Defence,middle_age
2531,Harry Wilson,WAL,Fulham,Premier League,Forward,young
2532,Nathaniel Chalobah,ENG,Fulham,Premier League,Midfield,middle_age
2533,Marquinhos,BRA,Arsenal,Premier League,Midfield,young
2534,Che Adams,SCO,Southampton,Premier League,Forward,middle_age
2535,Paul Onuachu,NGA,Southampton,Premier League,Forward,middle_age
2536,Romain Perraud,FRA,Southampton,Premier League,Defence,young
2537,Eberechi Eze,ENG,Crystal Palace,Premier League,Midfield,young
2538,Jack Stacey,ENG,Bournemouth,Premier League,Defence,middle_age
2539,Lloyd Kelly,ENG,Bournemouth,Premier League,Defence,young
2540,Ryan Christie,SCO,Bournemouth,Premier League,Midfield,middle_age
2541,Illan Meslier,FRA,Leeds United,Premier League,Goalkeeper,young
2542,Sam Greenwood,ENG,Leeds United,Premier League,Midfield,young
2543,Ezri Konsa,ENG,Aston Villa,Premier League,Defence,young
2544,Jhon Durán,COL,Aston Villa,Premier League,Forward,young
2545,Marvelous Nakamba,ZIM,Aston Villa,Premier League,Midfield,middle_age
