,player,country_of_origin,team,league,position,age_category
0,Sadio Mané,SEN,Bayern Munich,Bundes Liga,Forward,middle_age
1,Manuel Neuer,GER,Bayern Munich,Bundes Liga,Goalkeeper,seniors
2,Thomas Müller,GER,Bayern Munich,Bundes Liga,Forward,seniors
3,Leroy Sané,GER,Bayern Munich,Bundes Liga,Midfield,middle_age
4,Joshua Kimmich,GER,Bayern Munich,Bundes Liga,Midfield,middle_age
5,Niklas Süle,GER,Dortmund,Bundes Liga,Defence,middle_age
6,Serge Gnabry,GER,Bayern Munich,Bundes Liga,Forward,middle_age
7,Leon Goretzka,GER,Bayern Munich,Bundes Liga,Midfield,middle_age
8,Kingsley Coman,FRA,Bayern Munich,Bundes Liga,Forward,middle_age
9,Matthijs de Ligt,NED,Bayern Munich,Bundes Liga,Defence,young
10,João Cancelo,POR,Bayern Munich,Bundes Liga,Defence,middle_age
11,João Cancelo,POR,Bayern Munich,Bundes Liga,Defence,middle_age
12,João Cancelo,POR,Bayern Munich,Bundes Liga,Defence,middle_age
13,João Cancelo,POR,Bayern Munich,Bundes Liga,Defence,middle_age
14,João Cancelo,POR,Manchester City,Premier League,Defence,middle_age
15,João Cancelo,POR,Manchester City,Premier League,Defence,middle_age
16,João Cancelo,POR,Manchester City,Premier League,Defence,middle_age
17,João Cancelo,POR,Manchester City,Premier League,Defence,middle_age
18,Lucas Hernández,FRA,Bayern Munich,Bundes Liga,Defence,middle_age
19,Marcel Sabitzer,AUT,Bayern Munich,Bundes Liga,Midfield,middle_age
20,Marcel Sabitzer,AUT,Bayern Munich,Bundes Liga,Midfield,middle_age
21,Marcel Sabitzer,AUT,Bayern Munich,Bundes Liga,Midfield,middle_age
22,Marcel Sabitzer,AUT,Bayern Munich,Bundes Liga,Midfield,middle_age
23,Marcel Sabitzer,AUT,Manchester Utd,Premier League,Midfield,middle_age
24,Marcel Sabitzer,AUT,Manchester Utd,Premier League,Midfield,middle_age
25,Marcel Sabitzer,AUT,Manchester Utd,Premier League,Midfield,middle_age
26,Marcel Sabitzer,AUT,Manchester Utd,Premier League,Midfield,middle_age
27,Alphonso Davies,CAN,Bayern Munich,Bundes Liga,Defence,young
28,Marco Reus,GER,Dortmund,Bundes Liga,Midfield,seniors
29,Sébastien Haller,CIV,Dortmund,Bundes Liga,Forward,middle_age
30,Christopher Nkunku,FRA,RB Leipzig,Bundes Liga,Forward,young
31,Timo Werner,GER,RB Leipzig,Bundes Liga,Forward,middle_age
32,Mats Hummels,GER,Dortmund,Bundes Liga,Defence,seniors
33,Thomas Meunier,BEL,Dortmund,Bundes Liga,Defence,middle_age
34,Dayot Upamecano,FRA,Bayern Munich,Bundes Liga,Defence,young
35,Ryan Gravenberch,NED,Bayern Munich,Bundes Liga,Midfield,young
36,Emre Can,GER,Dortmund,Bundes Liga,Midfield,middle_age
37,Noussair Mazraoui,MAR,Bayern Munich,Bundes Liga,Defence,young
38,Matthias Ginter,GER,Freiburg,Bundes Liga,Defence,middle_age
39,David Raum,GER,RB Leipzig,Bundes Liga,Defence,young
40,Julian Brandt,GER,Dortmund,Bundes Liga,Midfield,middle_age
41,Emil Forsberg,SWE,RB Leipzig,Bundes Liga,Midfield,middle_age
42,Anthony Modeste,FRA,Dortmund,Bundes Liga,Forward,seniors
43,Patrik Schick,CZE,Leverkusen,Bundes Liga,Forward,middle_age
44,Péter Gulácsi,HUN,RB Leipzig,Bundes Liga,Goalkeeper,seniors
45,Maximilian Arnold,GER,Wolfsburg,Bundes Liga,Midfield,middle_age
46,Abdou Diallo,SEN,RB Leipzig,Bundes Liga,Defence,middle_age
47,Lukas Klostermann,GER,RB Leipzig,Bundes Liga,Defence,middle_age
48,André Silva,POR,RB Leipzig,Bundes Liga,Forward,middle_age
49,Karim Adeyemi,GER,Dortmund,Bundes Liga,Forward,young
50,Benjamin Pavard,FRA,Bayern Munich,Bundes Liga,Defence,middle_age
51,Jamal Musiala,GER,Bayern Munich,Bundes Liga,Midfield,young
52,Karim Bellarabi,GER,Leverkusen,Bundes Liga,Forward,seniors
53,Alassane Pléa,FRA,Gladbach,Bundes Liga,Forward,middle_age
54,Nico Schlotterbeck,GER,Dortmund,Bundes Liga,Defence,young
55,Angeliño,ESP,Hoffenheim,Bundes Liga,Defence,young
56,Dominick Drexler,GER,Schalke 04,Bundes Liga,Midfield,seniors
57,Donyell Malen,NED,Dortmund,Bundes Liga,Forward,young
58,Sebastian Rudy,GER,Hoffenheim,Bundes Liga,Midfield,seniors
59,Dani Olmo,ESP,RB Leipzig,Bundes Liga,Midfield,young
60,Dominik Szoboszlai,HUN,RB Leipzig,Bundes Liga,Midfield,young
61,Willi Orban,HUN,RB Leipzig,Bundes Liga,Defence,middle_age
62,Yann Sommer,SUI,Gladbach,Bundes Liga,Goalkeeper,seniors
63,Yann Sommer,SUI,Gladbach,Bundes Liga,Goalkeeper,seniors
64,Yann Sommer,SUI,Gladbach,Bundes Liga,Goalkeeper,seniors
65,Yann Sommer,SUI,Gladbach,Bundes Liga,Goalkeeper,seniors
66,Xaver Schlager,AUT,RB Leipzig,Bundes Liga,Midfield,young
67,Yussuf Poulsen,DEN,RB Leipzig,Bundes Liga,Forward,middle_age
68,Mahmoud Dahoud,GER,Dortmund,Bundes Liga,Midfield,middle_age
69,Callum Hudson-Odoi,ENG,Leverkusen,Bundes Liga,Forward,young
70,Mathys Tel,FRA,Bayern Munich,Bundes Liga,Forward,young
71,Julian Weigl,GER,Gladbach,Bundes Liga,Midfield,middle_age
72,Simon Terodde,GER,Schalke 04,Bundes Liga,Forward,seniors
73,Max Kruse,GER,Wolfsburg,Bundes Liga,Midfield,seniors
74,Benjamin Henrichs,GER,RB Leipzig,Bundes Liga,Defence,young
75,Salih Özcan,TUR,Dortmund,Bundes Liga,Midfield,young
76,Charles Aránguiz,CHI,Leverkusen,Bundes Liga,Midfield,seniors
77,Yannick Gerhardt,GER,Wolfsburg,Bundes Liga,Midfield,middle_age
78,Christoph Kramer,GER,Gladbach,Bundes Liga,Midfield,middle_age
79,Kevin Kampl,SVN,RB Leipzig,Bundes Liga,Midfield,middle_age
80,Raphaël Guerreiro,POR,Dortmund,Bundes Liga,Defence,middle_age
81,Kevin Trapp,GER,Eint Frankfurt,Bundes Liga,Goalkeeper,seniors
82,Mario Götze,GER,Eint Frankfurt,Bundes Liga,Midfield,middle_age
83,Eric Maxim Choupo-Moting,CMR,Bayern Munich,Bundes Liga,Forward,seniors
84,Thomas Delaney,DEN,Hoffenheim,Bundes Liga,Midfield,middle_age
85,Thomas Delaney,DEN,Hoffenheim,Bundes Liga,Midfield,middle_age
86,Thomas Delaney,DEN,Hoffenheim,Bundes Liga,Midfield,middle_age
87,Thomas Delaney,DEN,Hoffenheim,Bundes Liga,Midfield,middle_age
88,Thomas Delaney,DEN,Sevilla,La Liga,Midfield,middle_age
89,Thomas Delaney,DEN,Sevilla,La Liga,Midfield,middle_age
90,Thomas Delaney,DEN,Sevilla,La Liga,Midfield,middle_age
91,Thomas Delaney,DEN,Sevilla,La Liga,Midfield,middle_age
92,Koen Casteels,BEL,Wolfsburg,Bundes Liga,Goalkeeper,middle_age
93,Marius Wolf,GER,Dortmund,Bundes Liga,Defence,middle_age
94,Jonas Hector,GER,Köln,Bundes Liga,Defence,seniors
95,John Brooks,USA,Hoffenheim,Bundes Liga,Defence,middle_age
96,Marcus Thuram,FRA,Gladbach,Bundes Liga,Forward,young
97,Kerem Demirbay,GER,Leverkusen,Bundes Liga,Midfield,middle_age
98,Sardar Azmoun,IRN,Leverkusen,Bundes Liga,Forward,middle_age
99,Oliver Baumann,GER,Hoffenheim,Bundes Liga,Goalkeeper,seniors
100,Ozan Kabak,TUR,Hoffenheim,Bundes Liga,Defence,young
101,Suat Serdar,GER,Hertha BSC,Bundes Liga,Midfield,young
102,Kasper Dolberg,DEN,Hoffenheim,Bundes Liga,Forward,young
103,Kasper Dolberg,DEN,Hoffenheim,Bundes Liga,Forward,young
104,Kasper Dolberg,DEN,Hoffenheim,Bundes Liga,Forward,young
105,Kasper Dolberg,DEN,Hoffenheim,Bundes Liga,Forward,young
106,Kasper Dolberg,DEN,Sevilla,La Liga,Forward,young
107,Kasper Dolberg,DEN,Sevilla,La Liga,Forward,young
108,Kasper Dolberg,DEN,Sevilla,La Liga,Forward,young
109,Kasper Dolberg,DEN,Sevilla,La Liga,Forward,young
110,Marcel Halstenberg,GER,RB Leipzig,Bundes Liga,Defence,middle_age
111,Andrej Kramarić,CRO,Hoffenheim,Bundes Liga,Midfield,middle_age
112,Lars Stindl,GER,Gladbach,Bundes Liga,Forward,seniors
113,Jérôme Roussillon,FRA,Wolfsburg,Bundes Liga,Midfield,middle_age
114,Jérôme Roussillon,FRA,Wolfsburg,Bundes Liga,Midfield,middle_age
115,Jérôme Roussillon,FRA,Wolfsburg,Bundes Liga,Midfield,middle_age
116,Jérôme Roussillon,FRA,Wolfsburg,Bundes Liga,Midfield,middle_age
117,Josuha Guilavogui,FRA,Wolfsburg,Bundes Liga,Defence,middle_age
118,Mergim Berisha,GER,Augsburg,Bundes Liga,Forward,young
119,Mattias Svanberg,SWE,Wolfsburg,Bundes Liga,Midfield,young
120,Dan-Axel Zagadou,FRA,Stuttgart,Bundes Liga,Defence,young
121,Jonathan Tah,GER,Leverkusen,Bundes Liga,Defence,middle_age
122,Nadiem Amiri,GER,Leverkusen,Bundes Liga,Midfield,young
123,Ralf Fährmann,GER,Schalke 04,Bundes Liga,Goalkeeper,seniors
124,Danny Latza,GER,Schalke 04,Bundes Liga,Midfield,seniors
125,Luca Netz,GER,Gladbach,Bundes Liga,Defence,young
126,Lucas Tousart,FRA,Hertha BSC,Bundes Liga,Midfield,young
127,Jiří Pavlenka,CZE,Werder Bremen,Bundes Liga,Goalkeeper,middle_age
128,Lukáš Hrádecký,FIN,Leverkusen,Bundes Liga,Goalkeeper,seniors
129,Kingsley Schindler,GHA,Köln,Bundes Liga,Defence,middle_age
130,Davie Selke,GER,Hertha BSC,Bundes Liga,Forward,middle_age
131,Davie Selke,GER,Hertha BSC,Bundes Liga,Forward,middle_age
132,Davie Selke,GER,Hertha BSC,Bundes Liga,Forward,middle_age
133,Davie Selke,GER,Hertha BSC,Bundes Liga,Forward,middle_age
134,Dodi Lukebakio,BEL,Hertha BSC,Bundes Liga,Forward,young
135,Jonas Hofmann,GER,Gladbach,Bundes Liga,Forward,middle_age
136,Konrad Laimer,AUT,RB Leipzig,Bundes Liga,Midfield,young
137,Timo Horn,GER,Köln,Bundes Liga,Goalkeeper,middle_age
138,Florian Wirtz,GER,Leverkusen,Bundes Liga,Forward,young
139,Lucas Alario,ARG,Eint Frankfurt,Bundes Liga,Forward,middle_age
140,Rafael Borré,COL,Eint Frankfurt,Bundes Liga,Midfield,middle_age
141,Marvin Ducksch,GER,Werder Bremen,Bundes Liga,Forward,middle_age
142,Luca Pellegrini,ITA,Eint Frankfurt,Bundes Liga,Defence,young
143,Luca Pellegrini,ITA,Eint Frankfurt,Bundes Liga,Defence,young
144,Luca Pellegrini,ITA,Eint Frankfurt,Bundes Liga,Defence,young
145,Luca Pellegrini,ITA,Eint Frankfurt,Bundes Liga,Defence,young
146,Luca Pellegrini,ITA,Lazio,Serie A,Defence,young
147,Luca Pellegrini,ITA,Lazio,Serie A,Defence,young
148,Luca Pellegrini,ITA,Lazio,Serie A,Defence,young
149,Luca Pellegrini,ITA,Lazio,Serie A,Defence,young
150,Vladimír Darida,CZE,Hertha BSC,Bundes Liga,Midfield,middle_age
151,Stefan Lainer,AUT,Gladbach,Bundes Liga,Defence,middle_age
152,Niclas Füllkrug,GER,Werder Bremen,Bundes Liga,Forward,middle_age
153,Anthony Jung,GER,Werder Bremen,Bundes Liga,Defence,middle_age
154,Edmond Tapsoba,BFA,Leverkusen,Bundes Liga,Defence,young
155,Moussa Diaby,FRA,Leverkusen,Bundes Liga,Forward,young
156,Serhou Guirassy,GUI,Stuttgart,Bundes Liga,Forward,middle_age
157,Daniel Caligiuri,ITA,Augsburg,Bundes Liga,Defence,seniors
158,Maximilian Philipp,GER,Wolfsburg,Bundes Liga,Forward,middle_age
159,Maximilian Philipp,GER,Wolfsburg,Bundes Liga,Forward,middle_age
160,Maximilian Philipp,GER,Wolfsburg,Bundes Liga,Forward,middle_age
161,Maximilian Philipp,GER,Wolfsburg,Bundes Liga,Forward,middle_age
162,Sebastian Rode,GER,Eint Frankfurt,Bundes Liga,Midfield,middle_age
163,Rune Jarstein,NOR,Hertha BSC,Bundes Liga,Goalkeeper,seniors
164,Jonas Omlin,SUI,Gladbach,Bundes Liga,Goalkeeper,middle_age
165,Djibril Sow,SUI,Eint Frankfurt,Bundes Liga,Midfield,young
166,Jonas Wind,DEN,Wolfsburg,Bundes Liga,Forward,young
167,Gregor Kobel,SUI,Dortmund,Bundes Liga,Goalkeeper,young
168,Marius Bülter,GER,Schalke 04,Bundes Liga,Forward,middle_age
169,Moanes Dabbur,ISR,Hoffenheim,Bundes Liga,Forward,middle_age
170,Luca Waldschmidt,GER,Wolfsburg,Bundes Liga,Forward,middle_age
171,Aarón Martín,ESP,Mainz 05,Bundes Liga,Defence,young
172,Daichi Kamada,JPN,Eint Frankfurt,Bundes Liga,Midfield,young
173,Daley Blind,NED,Bayern Munich,Bundes Liga,Defence,seniors
174,Sven Ulreich,GER,Bayern Munich,Bundes Liga,Goalkeeper,seniors
175,Philipp Max,GER,Eint Frankfurt,Bundes Liga,Defence,middle_age
176,Patrick Wimmer,AUT,Wolfsburg,Bundes Liga,Forward,young
177,Mitchell Weiser,GER,Werder Bremen,Bundes Liga,Defence,middle_age
178,Angelo Fulgini,FRA,Mainz 05,Bundes Liga,Midfield,young
179,Edimilson Fernandes,SUI,Mainz 05,Bundes Liga,Defence,middle_age
180,Marcin Kamiński,POL,Schalke 04,Bundes Liga,Defence,middle_age
181,Ramy Bensebaini,ALG,Gladbach,Bundes Liga,Defence,middle_age
182,Bouna Sarr,SEN,Bayern Munich,Bundes Liga,Forward,middle_age
183,Ko Itakura,JPN,Gladbach,Bundes Liga,Defence,young
184,Josip Brekalo,CRO,Wolfsburg,Bundes Liga,Midfield,young
185,Josip Brekalo,CRO,Wolfsburg,Bundes Liga,Midfield,young
186,Josip Brekalo,CRO,Wolfsburg,Bundes Liga,Midfield,young
187,Josip Brekalo,CRO,Wolfsburg,Bundes Liga,Midfield,young
188,Josip Brekalo,CRO,Fiorentina,Serie A,Forward,young
189,Josip Brekalo,CRO,Fiorentina,Serie A,Forward,young
190,Josip Brekalo,CRO,Fiorentina,Serie A,Forward,young
191,Josip Brekalo,CRO,Fiorentina,Serie A,Forward,young
192,Josip Stanišić,CRO,Bayern Munich,Bundes Liga,Defence,young
193,Adam Hložek,CZE,Leverkusen,Bundes Liga,Forward,young
194,Sebastiaan Bornauw,BEL,Wolfsburg,Bundes Liga,Defence,young
195,Nicolai Rapp,GER,Werder Bremen,Bundes Liga,Midfield,young
196,Robert Skov,DEN,Hoffenheim,Bundes Liga,Defence,middle_age
197,Stefan Bell,GER,Mainz 05,Bundes Liga,Defence,middle_age
198,Alex Král,CZE,Schalke 04,Bundes Liga,Midfield,young
199,Marvin Friedrich,GER,Gladbach,Bundes Liga,Defence,middle_age
200,Jordan Pefok,USA,Union Berlin,Bundes Liga,Forward,middle_age
201,Ihlas Bebou,TOG,Hoffenheim,Bundes Liga,Defence,middle_age
202,Kevin Vogt,GER,Hoffenheim,Bundes Liga,Defence,middle_age
203,Pavel Kadeřábek,CZE,Hoffenheim,Bundes Liga,Defence,middle_age
204,Patrick Herrmann,GER,Gladbach,Bundes Liga,Forward,middle_age
205,Tony Jantschke,GER,Gladbach,Bundes Liga,Defence,seniors
206,Ludovic Ajorque,FRA,Mainz 05,Bundes Liga,Forward,middle_age
207,Mohamed Simakan,FRA,RB Leipzig,Bundes Liga,Defence,young
208,Ellyes Skhiri,TUN,Köln,Bundes Liga,Midfield,middle_age
209,Maya Yoshida,JPN,Schalke 04,Bundes Liga,Defence,seniors
210,Exequiel Palacios,ARG,Leverkusen,Bundes Liga,Midfield,young
211,Almamy Touré,MLI,Eint Frankfurt,Bundes Liga,Defence,middle_age
212,Anthony Caci,FRA,Mainz 05,Bundes Liga,Defence,young
213,Rodrigo Zalazar,URU,Schalke 04,Bundes Liga,Midfield,young
214,Jesper Lindstrøm,DEN,Eint Frankfurt,Bundes Liga,Midfield,young
215,Odilon Kossonou,CIV,Leverkusen,Bundes Liga,Defence,young
216,Chidera Ejuke,NGA,Hertha BSC,Bundes Liga,Forward,young
217,Mitchel Bakker,NED,Leverkusen,Bundes Liga,Defence,young
218,André Hahn,GER,Augsburg,Bundes Liga,Forward,middle_age
219,Carlos Gruezo,ECU,Augsburg,Bundes Liga,Midfield,middle_age
220,Florian Neuhaus,GER,Gladbach,Bundes Liga,Midfield,young
221,Nico Elvedi,SUI,Gladbach,Bundes Liga,Defence,young
222,Leonardo Bittencourt,GER,Werder Bremen,Bundes Liga,Midfield,middle_age
223,Josip Juranović,CRO,Union Berlin,Bundes Liga,Defence,middle_age
224,Jude Bellingham,ENG,Dortmund,Bundes Liga,Midfield,young
225,Thorgan Hazard,BEL,Dortmund,Bundes Liga,Defence,middle_age
226,Jordan Larsson,SWE,Schalke 04,Bundes Liga,Forward,young
227,Robert Andrich,GER,Leverkusen,Bundes Liga,Midfield,middle_age
228,Florent Mollet,FRA,Schalke 04,Bundes Liga,Midfield,middle_age
229,Florian Niederlechner,GER,Augsburg,Bundes Liga,Forward,middle_age
230,Florian Niederlechner,GER,Augsburg,Bundes Liga,Forward,middle_age
231,Florian Niederlechner,GER,Augsburg,Bundes Liga,Forward,middle_age
232,Florian Niederlechner,GER,Augsburg,Bundes Liga,Forward,middle_age
233,Jeffrey Gouweleeuw,NED,Augsburg,Bundes Liga,Defence,middle_age
234,Marvin Plattenhardt,GER,Hertha BSC,Bundes Liga,Defence,middle_age
235,Genki Haraguchi,JPN,Stuttgart,Bundes Liga,Midfield,middle_age
236,Genki Haraguchi,JPN,Stuttgart,Bundes Liga,Midfield,middle_age
237,Genki Haraguchi,JPN,Stuttgart,Bundes Liga,Midfield,middle_age
238,Genki Haraguchi,JPN,Stuttgart,Bundes Liga,Midfield,middle_age
239,Robin Knoche,GER,Union Berlin,Bundes Liga,Defence,middle_age
240,Randal Kolo Muani,FRA,Eint Frankfurt,Bundes Liga,Forward,young
241,Timo Baumgartl,GER,Union Berlin,Bundes Liga,Defence,middle_age
242,Niklas Stark,GER,Werder Bremen,Bundes Liga,Defence,middle_age
243,Éder Álvarez Balanta,COL,Schalke 04,Bundes Liga,Midfield,middle_age
244,Makoto Hasebe,JPN,Eint Frankfurt,Bundes Liga,Defence,seniors
245,Timothy Chandler,USA,Eint Frankfurt,Bundes Liga,Defence,seniors
246,Elvis Rexhbeçaj,GER,Augsburg,Bundes Liga,Midfield,young
247,Jeremie Frimpong,NED,Leverkusen,Bundes Liga,Defence,young
248,Stevan Jovetić,MNE,Hertha BSC,Bundes Liga,Forward,seniors
249,Silvan Widmer,SUI,Mainz 05,Bundes Liga,Defence,middle_age
250,Nico Schulz,GER,Dortmund,Bundes Liga,Defence,middle_age
251,Paulinho,BRA,Leverkusen,Bundes Liga,Forward,young
252,Julian Baumgartlinger,AUT,Augsburg,Bundes Liga,Midfield,seniors
253,Andrey Lunyov,RUS,Leverkusen,Bundes Liga,Goalkeeper,middle_age
254,Lys Mousset,FRA,Bochum,Bundes Liga,Forward,middle_age
255,Manuel Riemann,GER,Bochum,Bundes Liga,Goalkeeper,seniors
256,Daley Sinkgraven,NED,Leverkusen,Bundes Liga,Defence,middle_age
257,Angelo Stiller,GER,Hoffenheim,Bundes Liga,Midfield,young
258,Ermin Bičakčić,BIH,Hoffenheim,Bundes Liga,Defence,seniors
259,Jonjoe Kenny,ENG,Hertha BSC,Bundes Liga,Defence,young
260,Kevin-Prince Boateng,GHA,Hertha BSC,Bundes Liga,Midfield,seniors
261,Dominique Heintz,GER,Bochum,Bundes Liga,Defence,middle_age
262,Florian Kainz,AUT,Köln,Bundes Liga,Midfield,middle_age
263,Obite N'Dicka,CIV,Eint Frankfurt,Bundes Liga,Defence,young
264,Dominik Kohr,GER,Mainz 05,Bundes Liga,Midfield,middle_age
265,Hiroki Ito,JPN,Stuttgart,Bundes Liga,Defence,young
266,Stanley N'Soki,FRA,Hoffenheim,Bundes Liga,Defence,young
267,Ermedin Demirović,BIH,Augsburg,Bundes Liga,Forward,young
268,Agustín Rogel,URU,Hertha BSC,Bundes Liga,Defence,young
269,Michael Gregoritsch,AUT,Freiburg,Bundes Liga,Forward,middle_age
270,Mark Uth,GER,Köln,Bundes Liga,Midfield,middle_age
271,Sebastian Polter,GER,Schalke 04,Bundes Liga,Forward,middle_age
272,Amine Adli,MAR,Leverkusen,Bundes Liga,Forward,young
273,Joško Gvardiol,CRO,RB Leipzig,Bundes Liga,Defence,young
274,Ondrej Duda,SVK,Köln,Bundes Liga,Midfield,middle_age
275,Ondrej Duda,SVK,Köln,Bundes Liga,Midfield,middle_age
276,Ondrej Duda,SVK,Köln,Bundes Liga,Midfield,middle_age
277,Ondrej Duda,SVK,Köln,Bundes Liga,Midfield,middle_age
278,Ondrej Duda,SVK,Hellas Verona,Serie A,Midfield,middle_age
279,Ondrej Duda,SVK,Hellas Verona,Serie A,Midfield,middle_age
280,Ondrej Duda,SVK,Hellas Verona,Serie A,Midfield,middle_age
281,Ondrej Duda,SVK,Hellas Verona,Serie A,Midfield,middle_age
282,Marc-Oliver Kempf,GER,Hertha BSC,Bundes Liga,Defence,middle_age
283,Janik Haberer,GER,Union Berlin,Bundes Liga,Midfield,middle_age
284,Ivan Šunjić,CRO,Hertha BSC,Bundes Liga,Midfield,young
285,Soumaïla Coulibaly,FRA,Dortmund,Bundes Liga,Defence,young
286,Morten Thorsby,NOR,Union Berlin,Bundes Liga,Midfield,middle_age
287,Ivan Ordets,UKR,Bochum,Bundes Liga,Defence,middle_age
288,Wilfried Kanga,CIV,Hertha BSC,Bundes Liga,Forward,young
289,Jakub Kamiński,POL,Wolfsburg,Bundes Liga,Defence,young
290,Oliver Burke,SCO,Werder Bremen,Bundes Liga,Forward,young
291,Jamie Leweling,GER,Union Berlin,Bundes Liga,Forward,young
292,Cédric Brunner,SUI,Schalke 04,Bundes Liga,Defence,middle_age
293,Arne Maier,GER,Augsburg,Bundes Liga,Midfield,young
294,Iago,BRA,Augsburg,Bundes Liga,Defence,young
295,Tobias Strobl,GER,Augsburg,Bundes Liga,Midfield,seniors
296,Tomáš Koubek,CZE,Augsburg,Bundes Liga,Goalkeeper,middle_age
297,Hannes Wolf,AUT,Gladbach,Bundes Liga,Forward,young
298,Amadou Haidara,MLI,RB Leipzig,Bundes Liga,Midfield,young
299,Dennis Geiger,GER,Hoffenheim,Bundes Liga,Midfield,young
300,Maximilian Mittelstädt,GER,Hertha BSC,Bundes Liga,Defence,young
301,Dejan Ljubicic,AUT,Köln,Bundes Liga,Midfield,young
302,Grischa Prömel,GER,Hoffenheim,Bundes Liga,Midfield,middle_age
303,Nathan N'Goumou,FRA,Gladbach,Bundes Liga,Forward,young
304,Danny da Costa,GER,Mainz 05,Bundes Liga,Defence,middle_age
305,Niklas Dorsch,GER,Augsburg,Bundes Liga,Midfield,young
306,Vincenzo Grifo,ITA,Freiburg,Bundes Liga,Midfield,middle_age
307,Ørjan Nyland,NOR,RB Leipzig,Bundes Liga,Goalkeeper,middle_age
308,Timothée Kolodziejczak,FRA,Schalke 04,Bundes Liga,Defence,middle_age
309,Filip Uremović,CRO,Hertha BSC,Bundes Liga,Defence,young
310,Bartol Franjić,CRO,Wolfsburg,Bundes Liga,Midfield,young
311,Kilian Fischer,GER,Wolfsburg,Bundes Liga,Defence,young
312,Josha Vagnoman,GER,Stuttgart,Bundes Liga,Defence,young
313,Maxim Leitsch,GER,Mainz 05,Bundes Liga,Defence,young
314,Ritsu Doan,JPN,Freiburg,Bundes Liga,Midfield,young
315,Tom Krauß,GER,Schalke 04,Bundes Liga,Midfield,young
316,Miloš Veljković,SRB,Werder Bremen,Bundes Liga,Defence,middle_age
317,Kevin Möhwald,GER,Union Berlin,Bundes Liga,Midfield,middle_age
318,Anthony Losilla,FRA,Bochum,Bundes Liga,Midfield,seniors
319,Anton Stach,GER,Mainz 05,Bundes Liga,Midfield,young
320,Jean-Paul Boëtius,NED,Hertha BSC,Bundes Liga,Midfield,middle_age
321,Kevin Paredes,USA,Wolfsburg,Bundes Liga,Forward,young
322,András Schäfer,HUN,Union Berlin,Bundes Liga,Midfield,young
323,Lennart Grill,GER,Union Berlin,Bundes Liga,Goalkeeper,young
324,Nicolas Höfler,GER,Freiburg,Bundes Liga,Midfield,seniors
325,Timothy Fosu-Mensah,NED,Leverkusen,Bundes Liga,Defence,young
326,Felix Passlack,GER,Dortmund,Bundes Liga,Defence,young
327,Sebastian Andersson,SWE,Köln,Bundes Liga,Forward,middle_age
328,Benjamin Hübner,GER,Hoffenheim,Bundes Liga,Defence,seniors
329,Lee Jae-sung,KOR,Mainz 05,Bundes Liga,Midfield,middle_age
330,Alexander Schwolow,GER,Schalke 04,Bundes Liga,Goalkeeper,middle_age
331,Kevin Akpoguma,NGA,Hoffenheim,Bundes Liga,Defence,middle_age
332,Levin Öztunalı,GER,Union Berlin,Bundes Liga,Midfield,middle_age
333,Ruben Vargas,SUI,Augsburg,Bundes Liga,Midfield,young
334,Rani Khedira,GER,Union Berlin,Bundes Liga,Midfield,middle_age
335,Piero Hincapié,ECU,Leverkusen,Bundes Liga,Defence,young
336,Paul Seguin,GER,Union Berlin,Bundes Liga,Midfield,middle_age
337,Andreas Hanche-Olsen,NOR,Mainz 05,Bundes Liga,Defence,young
338,Aymen Barkok,MAR,Mainz 05,Bundes Liga,Midfield,young
339,Philipp Förster,GER,Bochum,Bundes Liga,Midfield,middle_age
340,Kristian Pedersen,DEN,Köln,Bundes Liga,Defence,middle_age
341,Christian Günter,GER,Freiburg,Bundes Liga,Defence,middle_age
342,Jonathan Schmid,FRA,Freiburg,Bundes Liga,Defence,seniors
343,Ohis Felix Uduokhai,GER,Augsburg,Bundes Liga,Defence,young
344,Reece Oxford,ENG,Augsburg,Bundes Liga,Defence,young
345,Pavao Pervan,AUT,Wolfsburg,Bundes Liga,Goalkeeper,seniors
346,Oscar Fraulo,DEN,Gladbach,Bundes Liga,Forward,young
347,Kevin Stöger,AUT,Bochum,Bundes Liga,Midfield,middle_age
348,Michael Esser,GER,Bochum,Bundes Liga,Goalkeeper,seniors
349,Leo Greiml,AUT,Schalke 04,Bundes Liga,Defence,young
350,Dion Beljo,Unknown,Augsburg,Bundes Liga,Forward,young
351,Gil Bastião Dias,POR,Stuttgart,Bundes Liga,Forward,young
352,Konstantinos Mavropanos,GRE,Stuttgart,Bundes Liga,Defence,young
353,Kelvin Yeboah,ITA,Augsburg,Bundes Liga,Forward,young
354,Rafał Gikiewicz,POL,Augsburg,Bundes Liga,Goalkeeper,seniors
355,Nicolas Cozza,FRA,Wolfsburg,Bundes Liga,Defence,young
356,Waldemar Anton,GER,Stuttgart,Bundes Liga,Defence,middle_age
357,Amos Pieper,GER,Werder Bremen,Bundes Liga,Defence,young
358,Nils Petersen,GER,Freiburg,Bundes Liga,Forward,seniors
359,Thomas Ouwejan,NED,Schalke 04,Bundes Liga,Defence,young
360,Tobias Mohr,GER,Schalke 04,Bundes Liga,Defence,middle_age
361,Peter Pekarík,SVK,Hertha BSC,Bundes Liga,Defence,seniors
362,Maximilian Eggestein,GER,Freiburg,Bundes Liga,Midfield,young
363,Kostas Stafylidis,GRE,Bochum,Bundes Liga,Defence,middle_age
364,Connor Noß,IRL,Gladbach,Bundes Liga,Midfield,young
