,age,annual_wages_eur,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls_90,ast_90,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,touches,att_pen,att,succ,carries,totdist,mis,dis,rec,position_defence,position_forward,position_goalkeeper,position_midfield
2324,30.0,4258800.0,8.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,28.0,0.0,0.0,0.0,10.0,63.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0
2325,30.0,4258800.0,8.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,345.0,1.0,4.0,4.0,178.0,978.0,3.0,4.0,214.0,0.0,0.0,0.0,1.0
2326,25.0,4258800.0,8.0,8.0,8.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.4,1.4,4.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.25,0.18,0.25,286.0,5.0,3.0,3.0,100.0,450.0,6.0,0.0,141.0,1.0,0.0,0.0,0.0
2327,25.0,4258800.0,25.0,25.0,25.0,22.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,13.0,70.0,4.0,0.04,0.0,0.04,0.04,0.04,0.01,0.02,0.03,0.01,0.03,1606.0,9.0,5.0,3.0,1026.0,6695.0,10.0,1.0,1115.0,1.0,0.0,0.0,0.0
2328,21.0,3954600.0,19.0,19.0,19.0,14.030591572123177,1.6831442463533226,1.2098865478119936,2.893030794165316,1.5409238249594814,0.14222042139384117,0.18435980551053485,2.7864667747163696,0.12317666126418152,1.7674635332252837,1.621353322528363,1.2555915721231767,2.8767017828200974,21.48865478119935,47.1871961102107,46.28038897893031,0.11117504051863857,0.08590761750405186,0.19715964343598055,0.10305915721231768,0.18897893030794163,0.12930713128038898,0.08747568881685575,0.2164910858995138,0.12087115072933549,0.20801863857374392,760.7491896272285,27.421393841166935,23.178282009724473,10.578606158833063,427.0563209076175,2240.166936790924,18.96555915721232,11.201782820097245,484.1211507293355,1.0,0.0,0.0,0.0
2329,24.0,3954600.0,16.0,16.0,16.0,7.9,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.7,27.0,19.0,39.0,0.0,0.25,0.25,0.0,0.25,0.02,0.06,0.09,0.02,0.09,358.0,16.0,42.0,19.0,197.0,1423.0,15.0,7.0,182.0,1.0,0.0,0.0,0.0
2330,30.0,3954600.0,32.0,32.0,32.0,15.6,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,2.2,4.7,61.0,75.0,88.0,0.13,0.06,0.19,0.13,0.19,0.15,0.14,0.3,0.15,0.3,864.0,37.0,52.0,22.0,539.0,3859.0,28.0,28.0,596.0,0.0,0.0,0.0,1.0
2331,26.0,3954600.0,18.0,18.0,18.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.0,5.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,719.0,10.0,6.0,2.0,406.0,1607.0,3.0,2.0,473.0,1.0,0.0,0.0,0.0
2332,23.0,3954600.0,19.0,19.0,19.0,9.6,5.0,0.0,5.0,5.0,0.0,0.0,3.0,1.0,3.7,3.7,0.4,4.2,30.0,39.0,84.0,0.52,0.0,0.52,0.52,0.52,0.39,0.04,0.43,0.39,0.43,469.0,32.0,42.0,19.0,281.0,1740.0,16.0,23.0,341.0,0.0,1.0,0.0,0.0
2333,37.0,3954600.0,36.0,36.0,36.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,506.0,3330.0,3.0,0.0,350.0,0.0,0.0,1.0,0.0
2334,25.0,3954600.0,14.0,14.0,14.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.3,9.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.47,0.02,0.49,0.47,0.49,140.0,11.0,5.0,2.0,83.0,310.0,9.0,5.0,103.0,0.0,1.0,0.0,0.0
2335,26.0,3954600.0,32.0,32.0,32.0,16.7,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.2,2.2,1.7,3.9,33.0,89.0,101.0,0.18,0.06,0.24,0.18,0.24,0.13,0.1,0.24,0.13,0.24,917.0,36.0,23.0,12.0,500.0,2480.0,21.0,15.0,616.0,0.0,1.0,0.0,0.0
2336,27.0,3954600.0,36.0,36.0,36.0,31.3,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,4.0,4.0,1.9,6.0,11.0,88.0,52.0,0.06,0.1,0.16,0.06,0.16,0.13,0.06,0.19,0.13,0.19,1366.0,71.0,17.0,2.0,544.0,2087.0,23.0,18.0,742.0,0.0,0.0,0.0,1.0
2337,25.0,3954600.0,2.0,2.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,89.0,1.0,0.0,0.0,69.0,574.0,2.0,0.0,60.0,1.0,0.0,0.0,0.0
2338,26.0,3954600.0,37.0,37.0,37.0,36.2,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,2.2,2.2,2.6,4.8,39.0,106.0,149.0,0.06,0.08,0.14,0.06,0.14,0.06,0.07,0.13,0.06,0.13,2237.0,52.0,30.0,11.0,989.0,4010.0,32.0,17.0,1246.0,1.0,0.0,0.0,0.0
2339,24.0,3650400.0,38.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,0.0,1.0,1.0,722.0,3934.0,0.0,0.0,629.0,0.0,0.0,1.0,0.0
2340,22.0,3650400.0,11.0,11.0,11.0,2.4,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.1,1.1,1.4,2.5,19.0,6.0,34.0,1.27,0.85,2.12,1.27,2.12,0.46,0.58,1.04,0.46,1.04,157.0,23.0,9.0,7.0,99.0,710.0,3.0,9.0,112.0,0.0,1.0,0.0,0.0
2341,25.0,3650400.0,24.0,24.0,24.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.9,1.9,0.6,2.5,20.0,33.0,19.0,0.08,0.0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19,618.0,25.0,26.0,13.0,315.0,1610.0,24.0,19.0,359.0,0.0,0.0,0.0,1.0
2342,26.0,3650400.0,20.0,20.0,20.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.1,0.5,8.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,1127.0,14.0,2.0,1.0,579.0,2671.0,2.0,1.0,605.0,1.0,0.0,0.0,0.0
2343,26.0,3650400.0,20.0,20.0,20.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.1,0.5,8.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,79.0,0.0,0.0,0.0,47.0,291.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0
2344,26.0,3650400.0,3.0,3.0,3.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.0,14.0,2.0,1.0,579.0,2671.0,2.0,1.0,605.0,1.0,0.0,0.0,0.0
2345,26.0,3650400.0,3.0,3.0,3.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,47.0,291.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0
2346,27.0,3650400.0,33.0,33.0,33.0,24.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,3.5,3.5,2.1,5.6,56.0,50.0,98.0,0.04,0.04,0.08,0.04,0.08,0.15,0.09,0.23,0.15,0.23,952.0,54.0,48.0,25.0,484.0,3141.0,38.0,38.0,533.0,0.0,0.0,0.0,1.0
2347,22.0,3650400.0,34.0,34.0,34.0,30.8,0.0,3.0,3.0,0.0,0.0,0.0,10.0,1.0,1.4,1.4,1.9,3.4,18.0,140.0,17.0,0.0,0.1,0.1,0.0,0.1,0.05,0.06,0.11,0.05,0.11,1577.0,15.0,21.0,15.0,761.0,3761.0,28.0,20.0,884.0,0.0,0.0,0.0,1.0
2348,25.0,3650400.0,19.0,19.0,19.0,15.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.1,0.1,0.8,0.9,20.0,54.0,34.0,0.07,0.07,0.13,0.07,0.13,0.01,0.05,0.06,0.01,0.06,792.0,13.0,15.0,6.0,352.0,1465.0,9.0,9.0,367.0,1.0,0.0,0.0,0.0
2349,23.0,3650400.0,37.0,37.0,37.0,36.4,4.0,1.0,5.0,4.0,0.0,1.0,5.0,0.0,2.4,1.6,3.2,4.8,89.0,240.0,37.0,0.11,0.03,0.14,0.11,0.14,0.07,0.09,0.15,0.04,0.13,2475.0,24.0,65.0,37.0,1455.0,9170.0,28.0,26.0,1642.0,0.0,0.0,0.0,1.0
2350,25.0,3650400.0,38.0,38.0,38.0,35.9,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,8.9,7.8,7.4,15.2,101.0,72.0,213.0,0.17,0.14,0.31,0.14,0.28,0.25,0.2,0.45,0.22,0.42,1318.0,157.0,118.0,36.0,731.0,5565.0,70.0,55.0,793.0,0.0,1.0,0.0,0.0
2351,35.0,3650400.0,19.0,19.0,19.0,14.030591572123177,1.6831442463533226,1.2098865478119936,2.893030794165316,1.5409238249594814,0.14222042139384117,0.18435980551053485,2.7864667747163696,0.12317666126418152,1.7674635332252837,1.621353322528363,1.2555915721231767,2.8767017828200974,21.48865478119935,47.1871961102107,46.28038897893031,0.11117504051863857,0.08590761750405186,0.19715964343598055,0.10305915721231768,0.18897893030794163,0.12930713128038898,0.08747568881685575,0.2164910858995138,0.12087115072933549,0.20801863857374392,760.7491896272285,27.421393841166935,23.178282009724473,10.578606158833063,427.0563209076175,2240.166936790924,18.96555915721232,11.201782820097245,484.1211507293355,0.0,0.0,1.0,0.0
2352,36.0,3650400.0,31.0,31.0,31.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.9,1.3,21.0,70.0,78.0,0.0,0.1,0.1,0.0,0.1,0.04,0.09,0.13,0.04,0.13,848.0,24.0,21.0,11.0,447.0,1868.0,19.0,14.0,551.0,0.0,0.0,0.0,1.0
2353,26.0,3650400.0,32.0,32.0,32.0,19.7,6.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,3.9,3.9,2.5,6.4,43.0,95.0,148.0,0.3,0.0,0.3,0.3,0.3,0.2,0.13,0.33,0.2,0.33,889.0,70.0,61.0,24.0,528.0,2670.0,49.0,30.0,622.0,0.0,1.0,0.0,0.0
2354,21.0,3650400.0,16.0,16.0,16.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,0.9,2.6,20.0,15.0,45.0,0.18,0.0,0.18,0.18,0.18,0.31,0.17,0.48,0.31,0.48,275.0,27.0,21.0,7.0,169.0,1192.0,19.0,5.0,196.0,0.0,1.0,0.0,0.0
2355,21.0,3650400.0,16.0,16.0,16.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,0.9,2.6,20.0,15.0,45.0,0.18,0.0,0.18,0.18,0.18,0.31,0.17,0.48,0.31,0.48,464.0,47.0,45.0,11.0,252.0,1875.0,32.0,23.0,290.0,0.0,1.0,0.0,0.0
2356,21.0,3650400.0,16.0,16.0,16.0,12.2,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,3.3,3.3,0.6,3.9,28.0,19.0,67.0,0.25,0.0,0.25,0.25,0.25,0.27,0.05,0.32,0.27,0.32,275.0,27.0,21.0,7.0,169.0,1192.0,19.0,5.0,196.0,0.0,1.0,0.0,0.0
2357,21.0,3650400.0,16.0,16.0,16.0,12.2,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,3.3,3.3,0.6,3.9,28.0,19.0,67.0,0.25,0.0,0.25,0.25,0.25,0.27,0.05,0.32,0.27,0.32,464.0,47.0,45.0,11.0,252.0,1875.0,32.0,23.0,290.0,0.0,1.0,0.0,0.0
2358,30.0,3650400.0,37.0,37.0,37.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.0,0.0,0.0,0.0,502.0,2949.0,2.0,0.0,344.0,0.0,0.0,1.0,0.0
2359,31.0,3650400.0,37.0,37.0,37.0,36.0,9.0,8.0,17.0,9.0,0.0,0.0,6.0,0.0,5.4,5.4,10.9,16.3,62.0,255.0,209.0,0.25,0.22,0.47,0.25,0.47,0.15,0.3,0.45,0.15,0.45,2602.0,98.0,33.0,17.0,1453.0,6723.0,39.0,18.0,1832.0,0.0,0.0,0.0,1.0
2360,24.0,3650400.0,28.0,28.0,28.0,24.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.2,2.1,24.0,31.0,70.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,1143.0,21.0,39.0,16.0,546.0,2834.0,18.0,13.0,535.0,1.0,0.0,0.0,0.0
2361,23.0,3528720.0,34.0,34.0,34.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.2,1.8,31.0,100.0,72.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,1625.0,26.0,25.0,11.0,701.0,3103.0,32.0,8.0,798.0,1.0,0.0,0.0,0.0
2362,30.0,3346200.0,5.0,5.0,5.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,38.0,134.0,0.0,0.0,49.0,0.0,0.0,0.0,1.0
2363,23.0,3346200.0,21.0,21.0,21.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.8,14.0,51.0,28.0,0.0,0.14,0.14,0.0,0.14,0.03,0.08,0.11,0.03,0.11,557.0,17.0,4.0,1.0,311.0,1380.0,7.0,4.0,344.0,1.0,0.0,0.0,0.0
2364,25.0,3346200.0,30.0,30.0,30.0,14.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,1.3,3.3,39.0,16.0,70.0,0.13,0.07,0.2,0.13,0.2,0.14,0.09,0.23,0.14,0.23,458.0,46.0,43.0,13.0,255.0,2338.0,24.0,22.0,273.0,0.0,1.0,0.0,0.0
2365,23.0,3346200.0,18.0,18.0,18.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,9.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,499.0,4.0,13.0,8.0,287.0,1445.0,16.0,9.0,294.0,0.0,0.0,0.0,1.0
2366,22.0,3346200.0,17.0,17.0,17.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,1.1,2.7,24.0,22.0,64.0,0.22,0.0,0.22,0.22,0.22,0.18,0.12,0.3,0.18,0.3,493.0,27.0,11.0,5.0,233.0,1435.0,11.0,10.0,270.0,1.0,0.0,0.0,0.0
2367,25.0,3346200.0,23.0,23.0,23.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.5,0.7,14.0,62.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06,826.0,2.0,9.0,7.0,504.0,2761.0,16.0,8.0,613.0,0.0,0.0,0.0,1.0
2368,22.0,3346200.0,9.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,4.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.2,0.14,0.2,274.0,7.0,0.0,0.0,120.0,550.0,3.0,2.0,149.0,1.0,0.0,0.0,0.0
2369,25.0,3346200.0,6.0,6.0,6.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,54.0,1.0,0.0,0.0,23.0,111.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0
2370,34.0,3346200.0,4.0,4.0,4.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,1.0,36.0,168.0,1.0,3.0,40.0,0.0,0.0,0.0,1.0
2371,27.0,3346200.0,37.0,37.0,37.0,36.1,5.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,2.6,2.6,2.3,4.9,22.0,142.0,30.0,0.14,0.0,0.14,0.14,0.14,0.07,0.06,0.14,0.07,0.14,1934.0,44.0,23.0,13.0,946.0,3761.0,24.0,17.0,1162.0,0.0,0.0,0.0,1.0
2372,23.0,3346200.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1,0.1,1.4,1.5,19.0,136.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,1628.0,5.0,22.0,7.0,818.0,3342.0,28.0,18.0,919.0,0.0,0.0,0.0,1.0
2373,26.0,3346200.0,35.0,35.0,35.0,23.0,6.0,3.0,9.0,2.0,4.0,4.0,0.0,0.0,7.0,3.9,4.5,8.4,109.0,82.0,237.0,0.26,0.13,0.39,0.09,0.22,0.31,0.2,0.5,0.17,0.36,1091.0,94.0,123.0,51.0,699.0,5281.0,53.0,42.0,800.0,0.0,1.0,0.0,0.0
2374,25.0,3346200.0,17.0,17.0,17.0,11.1,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,2.5,2.5,1.5,4.0,39.0,49.0,116.0,0.36,0.18,0.54,0.36,0.54,0.22,0.14,0.36,0.22,0.36,618.0,77.0,65.0,32.0,440.0,2944.0,30.0,37.0,500.0,0.0,1.0,0.0,0.0
2375,27.0,3346200.0,34.0,34.0,34.0,29.9,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,2.4,2.4,2.6,5.0,34.0,140.0,66.0,0.03,0.1,0.13,0.03,0.13,0.08,0.09,0.17,0.08,0.17,1348.0,45.0,70.0,45.0,804.0,4072.0,58.0,35.0,888.0,0.0,0.0,0.0,1.0
2376,26.0,3346200.0,34.0,34.0,34.0,16.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.4,1.4,3.7,5.1,85.0,36.0,156.0,0.12,0.06,0.18,0.12,0.18,0.08,0.23,0.31,0.08,0.31,714.0,56.0,104.0,49.0,461.0,4017.0,59.0,27.0,555.0,0.0,1.0,0.0,0.0
2377,20.0,3346200.0,10.0,10.0,10.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.2,4.0,8.0,2.0,0.0,0.22,0.22,0.0,0.22,0.01,0.04,0.05,0.01,0.05,185.0,2.0,9.0,4.0,90.0,529.0,3.0,3.0,104.0,0.0,0.0,0.0,1.0
2378,30.0,3346200.0,19.0,19.0,19.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,2.0,28.0,4.0,0.12,0.0,0.12,0.12,0.12,0.02,0.0,0.02,0.02,0.02,490.0,2.0,11.0,7.0,283.0,1352.0,7.0,1.0,333.0,0.0,0.0,0.0,1.0
2379,27.0,3346200.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2380,32.0,3346200.0,37.0,37.0,37.0,36.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,3.2,3.2,1.3,4.5,8.0,84.0,14.0,0.08,0.03,0.11,0.08,0.11,0.09,0.04,0.12,0.09,0.12,2122.0,71.0,13.0,12.0,1146.0,4790.0,18.0,2.0,1179.0,1.0,0.0,0.0,0.0
2381,30.0,3346200.0,10.0,10.0,10.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,1.0,0.0,171.0,790.0,0.0,0.0,157.0,0.0,0.0,1.0,0.0
2382,27.0,3346200.0,27.0,27.0,27.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.8,1.8,0.2,1.9,19.0,119.0,9.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,1888.0,27.0,8.0,3.0,1228.0,6306.0,11.0,5.0,1369.0,1.0,0.0,0.0,0.0
2383,31.0,3346200.0,31.0,31.0,31.0,20.6,6.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,9.4,9.4,4.3,13.7,31.0,49.0,134.0,0.29,0.15,0.44,0.29,0.44,0.46,0.21,0.66,0.46,0.66,693.0,117.0,45.0,22.0,407.0,1859.0,60.0,23.0,519.0,0.0,1.0,0.0,0.0
2384,29.0,3346200.0,24.0,24.0,24.0,23.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,1.2,4.0,43.0,1.0,0.04,0.04,0.09,0.04,0.09,0.04,0.01,0.05,0.04,0.05,1363.0,10.0,3.0,0.0,882.0,4154.0,6.0,2.0,984.0,1.0,0.0,0.0,0.0
2385,33.0,3346200.0,23.0,23.0,23.0,18.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.2,13.0,61.0,37.0,0.05,0.0,0.05,0.05,0.05,0.02,0.05,0.07,0.02,0.07,990.0,21.0,36.0,16.0,457.0,2049.0,30.0,6.0,481.0,1.0,0.0,0.0,0.0
2386,29.0,3346200.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,116.0,392.0,0.0,0.0,119.0,0.0,0.0,1.0,0.0
2387,22.0,3042000.0,6.0,6.0,6.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,154.0,0.0,2.0,1.0,96.0,393.0,1.0,1.0,113.0,0.0,0.0,0.0,1.0
2388,22.0,3042000.0,6.0,6.0,6.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,325.0,2.0,5.0,1.0,172.0,804.0,3.0,6.0,211.0,0.0,0.0,0.0,1.0
2389,22.0,3042000.0,9.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,154.0,0.0,2.0,1.0,96.0,393.0,1.0,1.0,113.0,0.0,0.0,0.0,1.0
2390,22.0,3042000.0,9.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,325.0,2.0,5.0,1.0,172.0,804.0,3.0,6.0,211.0,0.0,0.0,0.0,1.0
2391,24.0,3042000.0,38.0,38.0,38.0,37.9,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,5.1,5.1,0.3,5.3,18.0,153.0,16.0,0.08,0.0,0.08,0.08,0.08,0.13,0.01,0.14,0.13,0.14,2776.0,53.0,3.0,2.0,1746.0,8780.0,19.0,4.0,1934.0,1.0,0.0,0.0,0.0
2392,24.0,3042000.0,19.0,19.0,19.0,14.030591572123177,1.6831442463533226,1.2098865478119936,2.893030794165316,1.5409238249594814,0.14222042139384117,0.18435980551053485,2.7864667747163696,0.12317666126418152,1.7674635332252837,1.621353322528363,1.2555915721231767,2.8767017828200974,21.48865478119935,47.1871961102107,46.28038897893031,0.11117504051863857,0.08590761750405186,0.19715964343598055,0.10305915721231768,0.18897893030794163,0.12930713128038898,0.08747568881685575,0.2164910858995138,0.12087115072933549,0.20801863857374392,760.7491896272285,27.421393841166935,23.178282009724473,10.578606158833063,427.0563209076175,2240.166936790924,18.96555915721232,11.201782820097245,484.1211507293355,1.0,0.0,0.0,0.0
2393,32.0,3042000.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,139.0,546.0,0.0,0.0,133.0,0.0,0.0,1.0,0.0
2394,33.0,3042000.0,6.0,6.0,6.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.27,0.0,0.27,0.27,0.27,0.27,0.0,0.27,0.27,0.27,208.0,3.0,1.0,1.0,117.0,429.0,2.0,1.0,130.0,1.0,0.0,0.0,0.0
2395,25.0,3042000.0,29.0,29.0,29.0,8.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,3.4,3.4,0.6,4.0,9.0,6.0,43.0,0.23,0.0,0.23,0.23,0.23,0.39,0.07,0.47,0.39,0.47,266.0,38.0,8.0,3.0,145.0,674.0,27.0,18.0,185.0,0.0,1.0,0.0,0.0
2396,29.0,3042000.0,34.0,34.0,34.0,28.1,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,3.2,3.2,1.4,4.6,32.0,98.0,67.0,0.11,0.04,0.14,0.11,0.14,0.11,0.05,0.17,0.11,0.17,1193.0,48.0,56.0,30.0,602.0,3035.0,33.0,33.0,707.0,0.0,0.0,0.0,1.0
