Player,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
Florian Niederlechner,14,10,910,10.1,4,1,5,4,0,0,1,0,2.9,2.9,0.4,3.3,1,18,51,0.4,0.1,0.49,0.4,0.49,0.28,0.04,0.33,0.28,0.33
Florian Niederlechner,16,11,781,8.7,1,0,1,1,0,0,2,0,2.3,2.3,0.2,2.5,9,11,28,0.12,0,0.12,0.12,0.12,0.26,0.02,0.29,0.26,0.29
Justin Njinmah,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
Christopher Nkunku,25,20,1897,21.1,16,4,20,13,3,4,4,0,14.4,11.3,4.3,15.6,43,71,176,0.76,0.19,0.95,0.62,0.81,0.68,0.2,0.89,0.54,0.74
Felix Nmecha,30,19,1836,20.4,3,5,8,3,0,0,3,0,2.7,2.7,3.3,6.1,23,86,54,0.15,0.25,0.39,0.15,0.39,0.13,0.16,0.3,0.13,0.3
Lukas Nmecha,16,10,899,10,4,0,4,4,0,0,3,0,3,3,0.5,3.5,15,18,70,0.4,0,0.4,0.4,0.4,0.3,0.05,0.35,0.3,0.35
Hugo Novoa,7,2,184,2,1,0,1,1,0,0,0,0,0.9,0.9,0,0.9,5,4,20,0.49,0,0.49,0.49,0.49,0.43,0.02,0.45,0.43,0.45
Ørjan Nyland,2,2,180,2,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.5,0.5,0,0.5,0,0.06,0.06,0,0.06
Tim Oermann,4,2,194,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finn Ole Becker,13,6,513,5.7,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,6,19,15,0,0,0,0,0,0.07,0.05,0.12,0.07,0.12
Mathias Olesen,14,6,478,5.3,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,15,11,0,0,0,0,0,0,0.02,0.02,0,0.02
Dani Olmo,23,15,1282,14.2,2,5,7,2,0,0,2,0,2.9,2.9,4.5,7.4,34,68,86,0.14,0.35,0.49,0.14,0.49,0.21,0.32,0.52,0.21,0.52
Jan Olschowsky,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas Omlin,15,15,1290,14.3,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
Karim Onisiwo,31,28,2539,28.2,10,2,12,10,0,0,4,0,8.2,8.2,3.4,11.6,72,48,220,0.35,0.07,0.43,0.35,0.43,0.29,0.12,0.41,0.29,0.41
Willi Orban,33,33,2951,32.8,4,0,4,4,0,0,3,0,3,3,0.4,3.4,16,153,9,0.12,0,0.12,0.12,0.12,0.09,0.01,0.1,0.09,0.1
Ivan Ordets,30,28,2449,27.2,0,0,0,0,0,0,4,0,1.4,1.4,0.8,2.1,3,53,14,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
Jordi Osei-Tutu,20,8,749,8.3,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.8,25,19,39,0,0,0,0,0,0.08,0.02,0.1,0.08,0.1
Patrick Osterhage,23,11,1029,11.4,0,0,0,0,0,0,3,0,0.3,0.3,0.3,0.6,6,26,23,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
Paulo Otávio,25,25,2041,22.7,0,5,5,0,0,0,7,0,0.8,0.8,2.7,3.5,41,98,84,0,0.22,0.22,0,0.22,0.04,0.12,0.16,0.04,0.16
Thomas Ouwejan,17,10,903,10,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,14,41,21,0,0.1,0.1,0,0.1,0.01,0.12,0.14,0.01,0.14
Reece Oxford,3,1,94,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,4,0,0,0,0,0,0,0,0.06,0.06,0,0.06
Salih Özcan,26,17,1576,17.5,0,1,1,0,0,0,6,0,0.6,0.6,0.5,1.1,6,81,23,0,0.06,0.06,0,0.06,0.03,0.03,0.06,0.03,0.06
Levin Öztunalı,2,0,9,0.1,0,1,1,0,0,0,0,0,0,0,0.2,0.2,1,1,0,0,10,10,0,10,0,1.91,1.91,0,1.91
Exequiel Palacios,25,19,1654,18.4,4,2,6,1,3,3,4,0,3,0.6,1.3,1.9,12,105,27,0.22,0.11,0.33,0.05,0.16,0.16,0.07,0.23,0.03,0.11
Miloš Pantović,13,0,206,2.3,1,0,1,1,0,1,1,0,1.4,0.6,0,0.6,2,4,4,0.44,0,0.44,0.44,0.44,0.6,0,0.6,0.25,0.25
Antonios Papadopoulos,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1
Kevin Paredes,22,1,529,5.9,1,3,4,1,0,0,2,0,0.2,0.2,1.7,1.9,24,29,40,0.17,0.51,0.68,0.17,0.68,0.03,0.29,0.32,0.03,0.32
Marco Pašalić,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0.4,0,0.4,0.4,0.4
Felix Passlack,3,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0.4,0.4,1,8,3,0,0,0,0,0,0,0.56,0.56,0,0.56
Paulinho,4,1,82,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,3,4,8,1.1,0,1.1,1.1,1.1,0.58,0,0.58,0.58,0.58
Benjamin Pavard,30,27,2431,27,4,1,5,4,0,0,6,0,2.5,2.5,2.4,5,37,202,65,0.15,0.04,0.19,0.15,0.19,0.09,0.09,0.18,0.09,0.18
Jiří Pavlenka,33,33,2908,32.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristian Pedersen,6,3,276,3.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,6,10,3,0,0,0,0,0,0.03,0.02,0.06,0.03,0.06
Mads Pedersen,28,20,1838,20.4,0,0,0,0,0,0,6,0,0.4,0.4,0.9,1.3,35,46,51,0,0,0,0,0,0.02,0.05,0.06,0.02,0.06
Jordan Pefok,31,16,1358,15.1,4,4,8,4,0,2,3,0,4.5,2.9,1.8,4.7,4,27,53,0.27,0.27,0.53,0.27,0.53,0.3,0.12,0.42,0.19,0.31
Dženan Pejčinović,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Pekarík,5,2,206,2.3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0.01,0.01,0,0.01
Luca Pellegrini,9,7,557,6.2,0,0,0,0,0,0,1,0,0.6,0.6,0.8,1.4,19,22,28,0,0,0,0,0,0.09,0.14,0.23,0.09,0.23
Ricardo Pepi,4,1,95,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,1,4,0,0,0,0,0,0.09,0.06,0.14,0.09,0.14
Juan Perea,16,3,418,4.6,1,0,1,1,0,0,0,0,0.2,0.2,0.7,0.9,9,8,29,0.22,0,0.22,0.22,0.22,0.04,0.14,0.18,0.04,0.18
Nils Petersen,27,0,277,3.1,1,0,1,1,0,0,1,0,1.2,1.2,0,1.2,1,5,12,0.32,0,0.32,0.32,0.32,0.39,0.01,0.4,0.39,0.4
Lukas Petkov,7,0,146,1.6,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Luca Pfeiffer,19,6,701,7.8,0,0,0,0,0,0,1,1,1.6,1.6,1,2.6,9,22,38,0,0,0,0,0,0.21,0.13,0.33,0.21,0.33
Maximilian Philipp,3,1,116,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,1,6,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
Maximilian Philipp,15,3,442,4.9,1,0,1,1,0,0,1,0,2,2,0.2,2.1,3,6,24,0.2,0,0.2,0.2,0.2,0.4,0.03,0.43,0.4,0.43
Amos Pieper,29,22,1957,21.7,2,1,3,2,0,0,9,0,0.7,0.7,0.3,1.1,14,84,4,0.09,0.05,0.14,0.09,0.14,0.03,0.02,0.05,0.03,0.05
Marvin Plattenhardt,31,29,2402,26.7,0,2,2,0,0,0,3,0,0.3,0.3,3,3.3,24,84,52,0,0.07,0.07,0,0.07,0.01,0.11,0.12,0.01,0.12
Alassane Pléa,29,20,1774,19.7,2,9,11,1,1,2,5,0,5,3.4,4,7.4,41,94,156,0.1,0.46,0.56,0.05,0.51,0.25,0.2,0.46,0.17,0.38
Joel Pohjanpalo,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Polter,19,5,630,7,2,3,5,2,0,0,3,0,2,2,1,3,4,11,32,0.29,0.43,0.71,0.29,0.71,0.28,0.15,0.43,0.28,0.43
Stefan Posch,1,1,18,0.2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yussuf Poulsen,19,3,411,4.6,2,1,3,2,0,0,1,0,1.3,1.3,1.8,3.1,10,7,40,0.44,0.22,0.66,0.44,0.66,0.29,0.39,0.68,0.29,0.68
Grischa Prömel,18,17,1454,16.2,1,1,2,1,0,0,4,0,2.5,2.5,1.1,3.6,19,39,46,0.06,0.06,0.12,0.06,0.12,0.16,0.07,0.22,0.16,0.22
Tymoteusz Puchacz,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0.01,0.01,0,0.01
Eduardo Quaresma,4,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0
Joshua Quarshie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diant Ramaj,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolai Rapp,7,0,71,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,5,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1
David Raum,28,19,1685,18.7,0,2,2,0,0,0,5,0,0.6,0.6,4.6,5.2,44,69,127,0,0.11,0.11,0,0.11,0.03,0.25,0.28,0.03,0.28
Rocco Reitz,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Reus,25,14,1353,15,6,4,10,5,1,1,4,0,5.1,4.3,2.6,6.9,33,45,78,0.4,0.27,0.67,0.33,0.6,0.34,0.17,0.51,0.29,0.46
Elvis Rexhbeçaj,31,30,2524,28,0,0,0,0,0,0,6,0,0.3,0.3,0.8,1.1,14,89,20,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04
Gio Reyna,22,4,625,6.9,7,2,9,6,1,1,2,0,4.3,3.5,1.3,4.8,23,25,57,1.01,0.29,1.3,0.86,1.15,0.62,0.18,0.81,0.51,0.69
Marco Richter,29,21,1836,20.4,6,5,11,6,0,0,8,0,3.7,3.7,2.9,6.6,38,68,102,0.29,0.25,0.54,0.29,0.54,0.18,0.14,0.32,0.18,0.32
Manuel Riemann,34,34,3060,34,0,0,0,0,0,0,3,0,0,0,0.1,0.1,1,18,0,0,0,0,0,0,0,0,0,0,0
Sebastian Rode,27,19,1414,15.7,4,1,5,4,0,0,6,0,0.9,0.9,0.9,1.8,23,105,39,0.25,0.06,0.32,0.25,0.32,0.06,0.06,0.11,0.06,0.11
Agustín Rogel,20,14,1426,15.8,0,1,1,0,0,0,7,0,0.8,0.8,0,0.8,1,23,2,0,0.06,0.06,0,0.06,0.05,0,0.05,0.05,0.05
Merlin Röhl,3,0,57,0.6,0,1,1,0,0,0,0,0,0,0,0.5,0.5,2,1,4,0,1.58,1.58,0,1.58,0,0.73,0.73,0,0.73
Tony Rölke,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Rothe,2,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.26,0,0.26,0.26,0.26
Jérôme Roussillon,4,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.08,0.08,0,0.08
Jérôme Roussillon,16,11,957,10.6,0,2,2,0,0,0,2,0,0.5,0.5,1.1,1.7,18,28,42,0,0.19,0.19,0,0.19,0.05,0.11,0.16,0.05,0.16
Sebastian Rudy,22,6,794,8.8,0,1,1,0,0,0,3,0,0.2,0.2,0.8,0.9,7,42,7,0,0.11,0.11,0,0.11,0.02,0.09,0.11,0.02,0.11
Georginio Rutter,15,11,1009,11.2,2,2,4,2,0,0,2,0,3,3,2.3,5.4,32,25,75,0.18,0.18,0.36,0.18,0.36,0.27,0.21,0.48,0.27,0.48
Julian Ryerson,13,12,1037,11.5,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.2,20,32,32,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1
Julian Ryerson,17,17,1410,15.7,1,1,2,1,0,0,2,0,0.5,0.5,1.5,2,54,55,69,0.06,0.06,0.13,0.06,0.13,0.03,0.1,0.13,0.03,0.13
Frederik Rønnow,29,29,2610,29,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0,0,0
Marcel Sabitzer,15,7,628,7,1,1,2,1,0,0,2,0,1.1,1.1,0.4,1.4,7,52,19,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2
Dikeni-Rafid Salifou,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roland Sallai,19,10,1002,11.1,1,3,4,1,0,0,6,0,2.6,2.6,1.3,3.9,22,17,71,0.09,0.27,0.36,0.09,0.36,0.24,0.11,0.35,0.24,0.35
Diadie Samassékou,2,1,34,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Leroy Sané,32,20,2010,22.3,8,7,15,8,0,0,4,0,8.5,8.5,4.3,12.8,77,134,198,0.36,0.31,0.67,0.36,0.67,0.38,0.19,0.57,0.38,0.57
Sidi Sané,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bouna Sarr,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Scally,28,25,2208,24.5,0,0,0,0,0,0,2,0,0.5,0.5,1.8,2.3,29,57,60,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09
Kevin Schade,8,1,182,2,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,7,3,20,0.49,0,0.49,0.49,0.49,0.12,0,0.12,0.12,0.12
András Schäfer,16,10,860,9.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,15,26,18,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07
Derry Scherhant,10,2,285,3.2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,4,1,16,0.32,0,0.32,0.32,0.32,0.06,0.03,0.1,0.06,0.1
Patrik Schick,14,10,941,10.5,3,1,4,3,0,0,0,0,4.6,4.6,0.6,5.1,8,11,68,0.29,0.1,0.38,0.29,0.38,0.44,0.05,0.49,0.44,0.49
Kingsley Schindler,29,8,1088,12.1,0,1,1,0,0,0,4,0,2.2,2.2,0.7,2.9,20,50,75,0,0.08,0.08,0,0.08,0.18,0.06,0.24,0.18,0.24
Xaver Schlager,22,16,1506,16.7,1,1,2,1,0,0,2,0,0.3,0.3,0.7,0.9,23,77,12,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06
Keven Schlotterbeck,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keven Schlotterbeck,13,8,734,8.2,2,0,2,2,0,0,3,0,1.6,1.6,0.5,2.1,1,21,3,0.25,0,0.25,0.25,0.25,0.19,0.06,0.25,0.19,0.25
Nico Schlotterbeck,28,27,2252,25,4,5,9,4,0,0,3,0,1.6,1.6,1.7,3.3,39,159,14,0.16,0.2,0.36,0.16,0.36,0.06,0.07,0.13,0.06,0.13
